"MODEL_CD","COUNTRY_CD","NEW_COUNTRY_SGN","CREATE_DT","CREATE_BY","CREATE_PG","UPDATE_DT","UPDATE_BY","UPDATE_PG"
"1J83200000","274","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J83200001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J83200001","210","0",2019/01/10 4:31:18,,"PLAN_S_P_MM982T",2019/03/13 4:31:24,,"PLAN_S_P_MM983T"
"1J83200001","270","0",2018/12/12 13:01:12,,"PLAN_S_P_MM982T",2019/03/01 4:31:21,,"PLAN_S_P_MM983T"
"1J83200001","274","0",2019/09/11 4:31:16,,"PLAN_S_P_MM982T",2019/11/13 4:31:20,,"PLAN_S_P_MM983T"
"1J83500000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J83500001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J83860001","   ","1",2019/08/08 4:31:22,,"PLAN_S_P_MM982T",2019/08/08 4:31:22,,"PLAN_S_P_MM982T"
"1J83860001","310","1",2019/08/09 19:03:18,,"PLAN_S_P_MM982T",2019/08/09 19:03:18,,"PLAN_S_P_MM982T"
"1J83960001","   ","1",2019/12/20 4:31:12,,"PLAN_S_P_MM982T",2019/12/20 4:31:12,,"PLAN_S_P_MM982T"
"1J83960001","310","1",2020/01/14 4:30:54,,"PLAN_S_P_MM982T",2020/01/14 4:30:54,,"PLAN_S_P_MM982T"
"1J84200000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84200001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84200001","210","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84200001","270","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84300000","   ","0",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/07/04 4:30:41,,"PLAN_S_P_MM983T"
"1J84300001","   ","0",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2021/10/16 4:30:49,,"PLAN_S_P_MM983T"
"1J84310000","   ","0",2020/04/21 4:30:46,,"PLAN_S_P_MM982T",2020/07/08 11:35:24,,"PLAN_S_P_MM983T"
"1J84310001","   ","1",2020/04/21 4:30:46,,"PLAN_S_P_MM982T",2020/04/21 4:30:46,,"PLAN_S_P_MM982T"
"1J84311000","   ","0",2019/11/26 4:31:19,,"PLAN_S_P_MM982T",2020/02/26 4:30:48,,"PLAN_S_P_MM983T"
"1J84311001","   ","1",2020/04/21 4:30:46,,"PLAN_S_P_MM982T",2020/04/21 4:30:46,,"PLAN_S_P_MM982T"
"1J84312000","   ","1",2021/02/25 4:30:46,,"PLAN_S_P_MM982T",2021/02/25 4:30:46,,"PLAN_S_P_MM982T"
"1J84312000","110","0",2021/04/08 4:30:45,,"PLAN_S_P_MM982T",2021/05/21 4:30:43,,"PLAN_S_P_MM983T"
"1J84312001","   ","1",2021/02/25 4:30:46,,"PLAN_S_P_MM982T",2021/02/25 4:30:46,,"PLAN_S_P_MM982T"
"1J84312001","110","0",2021/10/13 14:00:20,,"PLAN_S_P_MM982T",2021/12/22 4:30:57,,"PLAN_S_P_MM983T"
"1J84313000","   ","1",2021/02/25 4:30:46,,"PLAN_S_P_MM982T",2021/02/25 4:30:46,,"PLAN_S_P_MM982T"
"1J84313000","110","0",2021/04/08 4:30:45,,"PLAN_S_P_MM982T",2021/05/29 4:30:49,,"PLAN_S_P_MM983T"
"1J84313001","   ","1",2021/02/25 4:30:46,,"PLAN_S_P_MM982T",2021/02/25 4:30:46,,"PLAN_S_P_MM982T"
"1J84313001","110","0",2021/10/13 14:00:20,,"PLAN_S_P_MM982T",2021/12/22 4:30:57,,"PLAN_S_P_MM983T"
"1J84315000","   ","1",2021/03/30 4:30:42,,"PLAN_S_P_MM982T",2021/03/30 4:30:42,,"PLAN_S_P_MM982T"
"1J84315000","110","0",2021/05/19 4:30:48,,"PLAN_S_P_MM982T",2021/06/25 10:20:15,,"PLAN_S_P_MM983T"
"1J84315001","   ","1",2021/03/30 4:30:42,,"PLAN_S_P_MM982T",2021/03/30 4:30:42,,"PLAN_S_P_MM982T"
"1J84315001","110","0",2021/10/13 14:00:20,,"PLAN_S_P_MM982T",2021/12/22 4:30:57,,"PLAN_S_P_MM983T"
"1J84316000","   ","1",2021/02/25 4:30:46,,"PLAN_S_P_MM982T",2021/02/25 4:30:46,,"PLAN_S_P_MM982T"
"1J84316000","110","0",2021/04/08 4:30:45,,"PLAN_S_P_MM982T",2021/05/26 4:30:50,,"PLAN_S_P_MM983T"
"1J84316001","   ","1",2021/02/25 4:30:46,,"PLAN_S_P_MM982T",2021/02/25 4:30:46,,"PLAN_S_P_MM982T"
"1J84316001","110","0",2021/10/13 14:00:20,,"PLAN_S_P_MM982T",2021/12/23 11:45:37,,"PLAN_S_P_MM983T"
"1J84317000","   ","1",2021/02/25 4:30:46,,"PLAN_S_P_MM982T",2021/02/25 4:30:46,,"PLAN_S_P_MM982T"
"1J84317000","110","0",2021/04/08 4:30:45,,"PLAN_S_P_MM982T",2021/06/02 4:30:44,,"PLAN_S_P_MM983T"
"1J84317001","   ","1",2021/02/25 4:30:46,,"PLAN_S_P_MM982T",2021/02/25 4:30:46,,"PLAN_S_P_MM982T"
"1J84317001","110","0",2021/10/13 14:00:20,,"PLAN_S_P_MM982T",2021/12/23 11:45:37,,"PLAN_S_P_MM983T"
"1J84318051","   ","1",2020/04/01 4:30:44,,"PLAN_S_P_MM982T",2020/04/01 4:30:44,,"PLAN_S_P_MM982T"
"1J84319000","   ","1",2021/03/30 4:30:42,,"PLAN_S_P_MM982T",2021/03/30 4:30:42,,"PLAN_S_P_MM982T"
"1J84319000","110","0",2021/05/19 4:30:48,,"PLAN_S_P_MM982T",2021/06/24 19:56:17,,"PLAN_S_P_MM983T"
"1J84319001","   ","1",2021/03/30 4:30:42,,"PLAN_S_P_MM982T",2021/03/30 4:30:42,,"PLAN_S_P_MM982T"
"1J84319001","110","0",2021/10/13 14:00:20,,"PLAN_S_P_MM982T",2021/12/25 4:30:54,,"PLAN_S_P_MM983T"
"1J84320000","   ","1",2021/03/30 4:30:42,,"PLAN_S_P_MM982T",2021/03/30 4:30:42,,"PLAN_S_P_MM982T"
"1J84320000","110","0",2021/05/19 4:30:48,,"PLAN_S_P_MM982T",2021/06/24 19:56:17,,"PLAN_S_P_MM983T"
"1J84320001","   ","1",2021/03/30 4:30:42,,"PLAN_S_P_MM982T",2021/03/30 4:30:42,,"PLAN_S_P_MM982T"
"1J84320001","110","0",2021/10/13 14:00:20,,"PLAN_S_P_MM982T",2021/12/25 4:30:54,,"PLAN_S_P_MM983T"
"1J84400000","   ","0",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/06/25 4:30:44,,"PLAN_S_P_MM983T"
"1J84400001","   ","1",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/03/27 4:30:48,,"PLAN_S_P_MM982T"
"1J84400001","270","1",2021/05/11 4:30:47,,"PLAN_S_P_MM982T",2021/05/11 4:30:47,,"PLAN_S_P_MM982T"
"1J84410000","   ","0",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/09/23 4:30:46,,"PLAN_S_P_MM983T"
"1J84410001","   ","1",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/03/27 4:30:48,,"PLAN_S_P_MM982T"
"1J84411000","   ","0",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/07/01 4:30:44,,"PLAN_S_P_MM983T"
"1J84411001","   ","1",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/03/27 4:30:48,,"PLAN_S_P_MM982T"
"1J84411001","270","1",2021/05/11 4:30:47,,"PLAN_S_P_MM982T",2021/05/11 4:30:47,,"PLAN_S_P_MM982T"
"1J84412000","   ","0",2019/11/26 4:31:19,,"PLAN_S_P_MM982T",2020/06/16 4:30:46,,"PLAN_S_P_MM983T"
"1J84412001","   ","1",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/03/27 4:30:48,,"PLAN_S_P_MM982T"
"1J84412001","270","1",2021/05/11 4:30:47,,"PLAN_S_P_MM982T",2021/05/11 4:30:47,,"PLAN_S_P_MM982T"
"1J84413000","   ","1",2022/02/25 4:30:47,,"PLAN_S_P_MM982T",2022/02/25 4:30:47,,"PLAN_S_P_MM982T"
"1J84413000","110","1",2022/03/10 4:30:48,,"PLAN_S_P_MM982T",2022/03/10 4:30:48,,"PLAN_S_P_MM982T"
"1J84413001","   ","1",2022/02/25 4:30:47,,"PLAN_S_P_MM982T",2022/02/25 4:30:47,,"PLAN_S_P_MM982T"
"1J84414000","   ","1",2022/02/25 4:30:47,,"PLAN_S_P_MM982T",2022/02/25 4:30:47,,"PLAN_S_P_MM982T"
"1J84414000","110","1",2022/03/10 4:30:48,,"PLAN_S_P_MM982T",2022/03/10 4:30:48,,"PLAN_S_P_MM982T"
"1J84414001","   ","1",2022/02/25 4:30:47,,"PLAN_S_P_MM982T",2022/02/25 4:30:47,,"PLAN_S_P_MM982T"
"1J84417000","   ","0",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2022/02/17 4:30:46,,"PLAN_S_P_MM983T"
"1J84417001","   ","1",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2021/10/28 4:30:48,,"PLAN_S_P_MM982T"
"1J84418051","   ","1",2020/01/25 4:30:54,,"PLAN_S_P_MM982T",2020/01/25 4:30:54,,"PLAN_S_P_MM982T"
"1J84419000","   ","0",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2022/02/15 4:30:48,,"PLAN_S_P_MM983T"
"1J84419001","   ","1",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2021/10/28 4:30:48,,"PLAN_S_P_MM982T"
"1J84420000","   ","0",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2022/02/11 4:30:50,,"PLAN_S_P_MM983T"
"1J84420001","   ","1",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2021/10/28 4:30:48,,"PLAN_S_P_MM982T"
"1J84500000","   ","0",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/06/25 14:58:13,,"PLAN_S_P_MM983T"
"1J84500001","   ","1",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/03/27 4:30:48,,"PLAN_S_P_MM982T"
"1J84500001","270","1",2021/05/11 4:30:47,,"PLAN_S_P_MM982T",2021/05/11 4:30:47,,"PLAN_S_P_MM982T"
"1J84510000","   ","0",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/06/25 4:30:44,,"PLAN_S_P_MM983T"
"1J84510001","   ","1",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/03/27 4:30:48,,"PLAN_S_P_MM982T"
"1J84510001","270","1",2021/05/11 4:30:47,,"PLAN_S_P_MM982T",2021/05/11 4:30:47,,"PLAN_S_P_MM982T"
"1J84511000","   ","0",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/06/26 15:33:04,,"PLAN_S_P_MM983T"
"1J84511001","   ","1",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/03/27 4:30:48,,"PLAN_S_P_MM982T"
"1J84511001","270","1",2021/05/11 4:30:47,,"PLAN_S_P_MM982T",2021/05/11 4:30:47,,"PLAN_S_P_MM982T"
"1J84512000","   ","0",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/07/01 4:30:44,,"PLAN_S_P_MM983T"
"1J84512001","   ","1",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2020/03/27 4:30:48,,"PLAN_S_P_MM982T"
"1J84512001","270","1",2021/05/11 4:30:47,,"PLAN_S_P_MM982T",2021/05/11 4:30:47,,"PLAN_S_P_MM982T"
"1J84513000","   ","0",2019/11/26 4:31:19,,"PLAN_S_P_MM982T",2020/02/26 4:30:48,,"PLAN_S_P_MM983T"
"1J84513001","   ","0",2020/03/27 4:30:48,,"PLAN_S_P_MM982T",2021/02/13 4:30:44,,"PLAN_S_P_MM983T"
"1J84513001","270","1",2021/05/11 4:30:47,,"PLAN_S_P_MM982T",2021/05/11 4:30:47,,"PLAN_S_P_MM982T"
"1J84514000","   ","0",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2022/02/15 4:30:48,,"PLAN_S_P_MM983T"
"1J84514001","   ","1",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2021/10/28 4:30:48,,"PLAN_S_P_MM982T"
"1J84515000","   ","0",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2022/02/26 4:30:49,,"PLAN_S_P_MM983T"
"1J84515001","   ","1",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2021/10/28 4:30:48,,"PLAN_S_P_MM982T"
"1J84516000","   ","0",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2022/02/26 4:30:49,,"PLAN_S_P_MM983T"
"1J84516001","   ","1",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2021/10/28 4:30:48,,"PLAN_S_P_MM982T"
"1J84517000","   ","0",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2022/02/23 4:30:44,,"PLAN_S_P_MM983T"
"1J84517001","   ","1",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2021/10/28 4:30:48,,"PLAN_S_P_MM982T"
"1J84518051","   ","1",2020/01/25 4:30:54,,"PLAN_S_P_MM982T",2020/01/25 4:30:54,,"PLAN_S_P_MM982T"
"1J84519000","   ","0",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2022/02/22 4:30:46,,"PLAN_S_P_MM983T"
"1J84519001","   ","1",2021/10/28 4:30:48,,"PLAN_S_P_MM982T",2021/10/28 4:30:48,,"PLAN_S_P_MM982T"
"1J84600000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84600001","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84600001","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84600001","710","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84600001","720","0",2019/11/08 16:26:32,,"PLAN_S_P_MM982T",2020/01/08 4:30:55,,"PLAN_S_P_MM983T"
"1J84610000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84610001","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84610001","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84610001","120","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84610001","677","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84610001","693","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84611000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84611000","390","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84611001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84611001","390","0",2017/06/10 4:31:11,,"PLAN_S_P_MM982T",2017/08/11 4:31:11,,"PLAN_S_P_MM983T"
"1J84612000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84612001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84612001","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84612001","120","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84612001","510","1",2022/02/05 4:30:51,,"PLAN_S_P_MM982T",2022/02/05 4:30:51,,"PLAN_S_P_MM982T"
"1J84613000","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84613000","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84613000","310","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84613000","710","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84613001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84613001","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84613001","120","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84613001","710","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J84613KAR","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85400000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85400000","710","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85400001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85400001","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85400001","120","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85400001","710","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85410000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85410001","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85410001","210","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85410001","270","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85411000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85411001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85411001","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85412000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85412001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85413000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85413001","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2018/10/16 4:31:16,,"PLAN_S_P_MM983T"
"1J85414000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85414001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85414001","270","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85415000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85415000","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85415001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85415001","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85415001","120","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85415001","710","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85416000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85417000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85418000","   ","0",2018/02/28 4:31:05,,"PLAN_S_P_MM982T",2018/05/23 4:31:13,,"PLAN_S_P_MM983T"
"1J85418001","   ","1",2018/02/28 4:31:05,,"PLAN_S_P_MM982T",2018/02/28 4:31:05,,"PLAN_S_P_MM982T"
"1J85418001","710","1",2021/07/06 18:54:07,,"PLAN_S_P_MM982T",2021/07/06 18:54:07,,"PLAN_S_P_MM982T"
"1J85419000","   ","0",2018/02/28 4:31:05,,"PLAN_S_P_MM982T",2018/05/23 4:31:13,,"PLAN_S_P_MM983T"
"1J85419001","   ","1",2018/02/28 4:31:05,,"PLAN_S_P_MM982T",2018/02/28 4:31:05,,"PLAN_S_P_MM982T"
"1J85500000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J85500001","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2019/01/22 4:31:17,,"PLAN_S_P_MM983T"
"1J85818031","   ","1",2018/12/22 4:31:13,,"PLAN_S_P_MM982T",2018/12/22 4:31:13,,"PLAN_S_P_MM982T"
"1J85818031","310","1",2019/03/08 4:31:14,,"PLAN_S_P_MM982T",2019/03/08 4:31:14,,"PLAN_S_P_MM982T"
"1J85918031","   ","1",2018/12/22 4:31:13,,"PLAN_S_P_MM982T",2018/12/22 4:31:13,,"PLAN_S_P_MM982T"
"1J85918031","310","1",2019/03/08 4:31:14,,"PLAN_S_P_MM982T",2019/03/08 4:31:14,,"PLAN_S_P_MM982T"
"1J86000000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86000001","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86000001","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86000001","120","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86010000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86010001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86010001","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86010001","120","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86011000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86011001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86011001","210","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86011001","270","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86012000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86012001","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86012001","210","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86012001","270","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86013000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86013001","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86013001","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86013001","120","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86014000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86014001","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86014001","110","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86015000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86015000","390","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86015001","   ","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86015001","390","0",2021/07/03 4:30:46,,"PLAN_S_P_MM982T",2021/12/16 4:30:56,,"PLAN_S_P_MM983T"
"1J86016000","   ","0",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
"1J86016000","120","1",2016/11/05 8:26:55,,"PLAN_S_P_MM982T",2016/11/05 8:26:55,,"PLAN_S_P_MM982T"
