"NG_TYPE_CD","NG_TYPE_NM","CREATE_DT
","CREATE_BY","CREATE_PG","UPDATE_DT","UPDATE_BY","UPDATE_PG"
"0000000001","ŒëŒ‡•i",2022/12/07 0:00:00,"hand","hand",2022/12/07 0:00:00,"hand","hand"
