"MS_STATION","MS_LINE","MS_KOTEI","MS_ST_NAME","MS_SIJI_LVL","MS_KOTEI_SEQ","MS_PATURN","MS_KATA_KBN","MS_D_SERV","MS_D_TUKINO","MS_D_YOKUSI","MS_D_GATUDO","MS_D_RENBAN","MS_D_EDABAN","MS_D_IDNO","MS_D_YMD","MS_D_END","MS_U_SERV","MS_U_TUKINO","MS_U_YOKUSI","MS_U_GATUDO","MS_U_RENBAN","MS_U_EDABAN","MS_U_IDNO","MS_U_YMD","MS_U_END","MS_H_SERV","MS_H_TUKINO","MS_H_YOKUSI","MS_H_GATUDO","MS_H_RENBAN","MS_H_EDABAN","MS_H_IDNO","MS_H_YMD","MS_H_END","MS_U2_SERV","MS_U2_TUKINO","MS_U2_YOKUSI","MS_U2_GATUDO","MS_U2_RENBAN","MS_U2_EDABAN","MS_U2_IDNO","MS_U2_YMD","MS_U2_END","MS_PROC_FLG","MS_PROC_CODE","MS_PRE_STATION","MS_PASS","MS_PICK","MS_GROUP_C","MS_KIND","MS_KIND_NAME","MS_OUTSIDE","MS_INS_YMD","MS_UPD_YMD"
"224222","002190","ﾕｱﾂ","GS:Hｷﾞﾔ側ﾅｲｻﾞﾘﾝｸﾞPIC","1",1,"30","2","作業指示サーバ","20201201720",0,"202012",1720,0,"2879854",2020/12/01 1:45:11,"0","作業指示サーバ","20220300001","1","202203",1,0,2879854,2022/03/10 11:24:32," ","基幹サーバ","           ","1"," ",0,0,0,2009/10/05 10:08:52," ","MP5600","           ","1"," ",0,0,0,2009/10/05 10:08:52," ",0,"MS_C300C","      ",1,0,"          ","2","NEWPICK","0",2016/09/23 11:03:03,2022/03/10 11:24:32
"305200","003050","A入庫","倉庫入庫実績計上","3",1,"10","2","作業指示サーバ","20001200000",0,"200012",0,0,"1187219",2000/12/20 0:00:00,"0","作業指示サーバ","20210500008","0","202105",8,0,1000975,2021/05/28 16:13:00,"0","基幹サーバ","99999900000","1","999999",0,0,0,1999/12/31 0:00:00,"N","               ","           "," "," ",0,0,0,2005/08/08 0:00:00," ",1," "," ",0,0,"NONGROUP  ","0","順序管理","0",2008/08/04 0:00:00,2021/05/28 16:13:04
"346502","003460","DPF","DPF:機番管理レーン1","3",1,"10","2","作業指示サーバ","20220400021",1,"202204",21,0,"3000774",2022/04/08 14:33:05,"0","作業指示サーバ","20220307194","1","202203",7194,0,1256205,2022/03/25 18:14:12," ","基幹サーバ","20220400021","1","202204",21,0,0,2016/02/29 0:00:00," ","MP5600","20220400021","1","202204",21,0,3000774,2022/04/08 14:31:56,"0",0,"MS_C358D","346401",1,1,"          ","2","NEWPICK","0",2016/02/29 0:00:00,2022/04/08 14:33:05
"346503","003460","DPF","DPF:ﾄﾙｸﾚﾝﾁ　差圧ｾﾝｻ1","3",1,"10","2","作業指示サーバ","20220400021",1,"202204",21,0,"3000774",2022/04/08 14:33:08,"0","作業指示サーバ","20220400005","1","202204",5,0,3000771,2022/04/11 15:38:26," ","基幹サーバ","20220400021","1","202204",21,0,0,2016/02/29 0:00:00," ","MP5600","20220400021","1","202204",21,0,3000774,2022/04/08 14:32:13,"0",0,"MS_C358D","346401",3,3,"          ","1","設備制御","0",2016/02/29 0:00:00,2022/04/11 15:38:26
"346302","003460","差圧","DPF:差圧ﾊﾟｲﾌﾟ1","3",1,"10","2"," ","20220400021",1,"202204",21,0,"3000774",2022/04/08 14:33:03,"0"," ","20220307194","1","202203",7194,0,1061487,2022/03/25 16:28:44," "," ","20220400021","1","202204",21,0,0,2021/04/22 9:41:25," "," ","20220400021","1","202204",21,0,3000774,2022/04/08 14:32:21,"0",0,"MS_C358D","346401",674,619,"          ","1","設備制御","0",2021/11/05 16:15:55,2022/04/08 14:33:03
"346504","003460","DPF","DPF:ﾄﾙｸﾚﾝﾁ　温度ｾﾝｻ1","3",1,"10","2","作業指示サーバ","20220400021",1,"202204",21,0,"3000774",2022/04/08 14:33:10,"0","作業指示サーバ","20220307194","1","202203",7194,0,1559146,2020/10/13 0:00:00," ","基幹サーバ","20220400021","1","202204",21,0,0,2016/02/29 0:00:00," ","MP5600","20220400021","1","202204",21,0,3000774,2022/04/08 14:32:36,"0",0,"MS_C358D","346401",578,578,"          ","1","設備制御","0",2016/02/29 0:00:00,2022/04/08 14:33:10
"346505","003460","DPF","DPF:ﾘｰｸﾃｽﾀレーン1","3",1,"10","2","作業指示サーバ","20220400021",1,"202204",21,0,"3000774",2022/04/08 14:33:12,"0","作業指示サーバ","20220307194","1","202203",7194,0,1256205,2022/03/22 18:44:13," ","基幹サーバ","20220400021","1","202204",21,0,0,2016/02/29 0:00:00," ","MP5600","20220400021","1","202204",21,0,3000774,2022/04/08 14:32:44,"0",0,"MS_C358D","346401",2,2,"          ","1","設備制御","0",2016/02/29 0:00:00,2022/04/08 14:33:12
"346507","003460","DPF","DPF:ﾄﾙｸﾚﾝﾁ　ﾌﾞﾗｹｯﾄ1","3",1,"10","2","作業指示サーバ","20220400021",1,"202204",21,0,"3000774",2022/04/08 14:33:14,"0","作業指示サーバ","20220500001","1","202205",1,0,3010266,2022/05/17 20:06:14," ","基幹サーバ","20220400021","1","202204",21,0,0,2016/02/29 0:00:00," ","MP5600","20220400021","1","202204",21,0,3000774,2022/04/08 14:33:01,"0",0,"MS_C358D","346401",1,1,"          ","1","設備制御","0",2016/02/29 0:00:00,2022/05/17 20:06:14
"346702","003460","DPF","DPF:機番管理レーン2","3",1,"10","2","作業指示サーバ","20220400012",1,"202204",12,0,"3000775",2022/04/08 16:35:36,"0","作業指示サーバ","           ","1","      ",0,0,1256205,2022/03/25 18:14:12," ","基幹サーバ","20220400012","1","202204",12,0,0,2016/02/29 0:00:00," ","MP5600","20220400012","1","202204",12,0,3000775,2022/04/08 16:35:29,"0",0,"MS_C358D","346701",1,1,"          ","2","NEWPICK","0",2016/02/29 0:00:00,2022/04/08 16:35:36
"346703","003460","DPF","DPF:ﾄﾙｸﾚﾝﾁ　差圧ｾﾝｻ2","3",1,"10","2","作業指示サーバ","20220400012",1,"202204",12,0,"3000775",2022/04/08 16:35:37,"0","作業指示サーバ","           ","1","      ",0,0,1558532,2020/10/13 0:00:00," ","基幹サーバ","20220400012","1","202204",12,0,0,2016/02/29 0:00:00," ","MP5600","20220400012","1","202204",12,0,3000775,2022/04/08 16:35:30,"0",0,"MS_C358D","346701",579,579,"          ","1","設備制御","0",2016/02/29 0:00:00,2022/04/08 16:35:37
"346704","003460","DPF","DPF:ﾄﾙｸﾚﾝﾁ　温度ｾﾝｻ2","3",1,"10","2","作業指示サーバ","20220400012",1,"202204",12,0,"3000775",2022/04/08 16:35:37,"0","作業指示サーバ","           ","1","      ",0,0,1559146,2020/10/13 0:00:00," ","基幹サーバ","20220400012","1","202204",12,0,0,2016/02/29 0:00:00," ","MP5600","20220400012","1","202204",12,0,3000775,2022/04/08 16:35:32,"0",0,"MS_C358D","346701",578,578,"          ","1","設備制御","0",2016/02/29 0:00:00,2022/04/08 16:35:37
"346705","003460","DPF","DPF:ﾘｰｸﾃｽﾀレーン2","3",1,"10","2","作業指示サーバ","20220400012",1,"202204",12,0,"3000775",2022/04/08 16:35:38,"0","作業指示サーバ","           ","1","      ",0,0,1256205,2022/03/22 18:44:13," ","基幹サーバ","20220400012","1","202204",12,0,0,2016/02/29 0:00:00," ","MP5600","20220400012","1","202204",12,0,3000775,2022/04/08 16:35:33,"0",0,"MS_C358D","346701",2,2,"          ","1","設備制御","0",2016/02/29 0:00:00,2022/04/08 16:35:38
"346707","003460","DPF","DPF:ﾄﾙｸﾚﾝﾁ　ﾌﾞﾗｹｯﾄ2","3",1,"10","2","作業指示サーバ","20220400012",1,"202204",12,0,"3000775",2022/04/08 16:35:39,"0","作業指示サーバ","           ","1","      ",0,0,1558847,2020/10/13 0:00:00," ","基幹サーバ","20220400012","1","202204",12,0,0,2016/02/29 0:00:00," ","MP5600","20220400012","1","202204",12,0,3000775,2022/04/08 16:35:34,"0",0,"MS_C358D","346701",579,579,"          ","1","設備制御","0",2016/02/29 0:00:00,2022/04/08 16:35:39
"346911","003460","DPF","DPF :テストST01","3",1,"10","2","作業指示サーバ","20220200005",1,"202202",5,0," ",2022/04/28 15:07:37,"0","作業指示サーバ","20190313165","1","201903",13165,0,1115128,2022/02/28 19:21:02," ","基幹サーバ","20220200005","1","202202",5,0,0,2022/02/28 19:21:02," ","MP5600","20220200005","1","202202",5,0,1526628,2022/04/28 15:07:33,"0",0,"MS_C359D","346302",449,449," ","2","NEWPICK","0",2022/02/28 19:21:02,2022/04/28 15:07:37
"346802","003460","差圧","DPF:差圧ﾊﾟｲﾌﾟ2","3",1,"10","2"," ","20220400012",1,"202204",12,0,"3000775",2022/04/08 16:35:39,"0"," ","           ","1","      ",0,0,1061487,2022/03/25 16:28:44," "," ","20220400012","1","202204",12,0,0,2021/04/22 9:41:25," "," ","20220400012","1","202204",12,0,3000775,2022/04/08 16:35:35,"0",0,"MS_C358D","346701",674,619,"          ","1","設備制御","0",2021/11/05 16:15:55,2022/04/08 16:35:39
"346912","003460","DPF","DPF :テストST02","3",1,"10","2","作業指示サーバ","20220100001",1,"202010",1,0,"1556959",2022/02/28 19:21:02,"0","作業指示サーバ","20220600010","1","202206",10,0,1234567,2022/06/23 10:16:57," ","基幹サーバ","20220200001","1","202010",6011,0,0,2022/02/28 19:21:02," ","MP5600","20220100001","1"," ",0,0,0,2022/02/28 19:21:02," ",0,,"346301",7,7," ","2","NEWPICK","0",2022/02/28 19:21:02,2022/06/23 10:16:57
"346913","003460","DPF","DPF :テストST03","3",1,"10","2","作業指示サーバ","20220100001",1,"202010",1,0,"1556959",2022/02/28 19:21:02,"0","作業指示サーバ","20190313165","1","201903",13165,0,1115128,2022/02/28 19:21:02," ","基幹サーバ","20220200001","1","202010",6011,0,0,2022/02/28 19:21:02," ","MP5600","20220100001","1"," ",0,0,0,2022/02/28 19:21:02," ",1,"MS_C359D","346302",449,449," ","2","NEWPICK","0",2022/02/28 19:21:02,2022/02/28 19:21:02
"346914","003460","DPF","DPF :テストST04","3",1,"10","2","作業指示サーバ","20220100001",1,"202010",1,0,"1556959",2022/02/28 19:21:02,"0","作業指示サーバ","20190313165","1","201903",13165,0,1115128,2022/02/28 19:21:02," ","基幹サーバ","20220200001","1","202010",6011,0,0,2022/02/28 19:21:02," ","MP5600","20220100001","1"," ",0,0,0,2022/02/28 19:21:02," ",0,,"346302",449,449," ","2","NEWPICK","0",2022/02/28 19:21:02,2022/02/28 19:21:02
"346915","003460","DPF","DPF :テストST05","3",1,"10","2","作業指示サーバ","20220100001",1,"202010",1,0,"1556959",2022/02/28 19:21:02,"0","作業指示サーバ","20190313165","1","201903",13165,0,1115128,2022/02/28 19:21:02," ","基幹サーバ","20220200001","1","202010",6011,0,0,2022/02/28 19:21:02," ","MP5600","20220100001","1"," ",0,0,0,2022/02/28 19:21:02," ",0,,"346302",449,449," ","2","NEWPICK","0",2022/02/28 19:21:02,2022/02/28 19:21:02
"346916","003460","DPF","DPF :テストST06","3",1,"10","2","作業指示サーバ","20220100001",1,"202010",1,0,"1556959",2022/02/28 19:21:02,"0","作業指示サーバ","20190313165","1","201903",13165,0,1115128,2022/02/28 19:21:02," ","基幹サーバ","20220200001","1","202010",6011,0,0,2022/02/28 19:21:02," ","MP5600","20220100001","1"," ",0,0,0,2022/02/28 19:21:02," ",0,,"346301",449,449," ","2","NEWPICK","0",2022/02/28 19:21:02,2022/02/28 19:21:02
"346917","003460","DPF","DPF :テストST07","3",1,"10","2","作業指示サーバ","20220100001",1,"202010",1,0,"1556959",2022/02/28 19:21:02,"0","作業指示サーバ","20190313165","1","201903",13165,0,1115128,2022/02/28 19:21:02," ","基幹サーバ","20220200001","1","202010",6011,0,0,2022/02/28 19:21:02," ","MP5600","20220100001","1"," ",0,0,0,2022/02/28 19:21:02," ",0,,"346301",449,449," ","2","NEWPICK","0",2022/02/28 19:21:02,2022/02/28 19:21:02
"346918","003460","DPF","DPF :テストST08","3",1,"10","2","作業指示サーバ","20220100001",1,"202010",1,0,"1556959",2022/02/28 19:21:02,"0","作業指示サーバ","20190313165","1","201903",13165,0,1115128,2022/02/28 19:21:02," ","基幹サーバ","20220200001","1","202010",6011,0,0,2022/02/28 19:21:02," ","MP5600","20220100001","1"," ",0,0,0,2022/02/28 19:21:02," ",0,,"346301",449,449," ","2","NEWPICK","0",2022/02/28 19:21:02,2022/02/28 19:21:02
"346401","003460","DPF","DPF:MIX順序レーン1","3",1,"10","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2016/03/11 0:00:00," ","作業指示サーバ","20220400043","1","202204",43,0,1054433,2022/04/28 19:26:00," ","基幹サーバ","           ","1"," ",0,0,0,2016/03/11 0:00:00," ","MP5600","           ","1"," ",0,0,0,2016/03/11 0:00:00," ",1,,,0,0,"          ","1","設備制御","0",2016/03/11 0:00:00,2022/04/28 19:26:00
"907907","003060","ﾄﾙｸ","DPF:ｼｽﾃﾑﾄﾙｸ(HS)","3",1,"10","2"," ","20201008946",1,"202010",8946,0,"1558300",2020/10/13 0:00:00,"0","PowerEdge4600","20201000616","1","202010",616,0,1559093,2020/10/13 0:00:00," ","MP5600","           ","1"," ",0,0,0,2016/10/03 0:00:00," ","MP5600","           ","1"," ",0,0,0,2016/10/03 0:00:00," ",0,"MS_C358C","306201",54,54,"          ","5","ポカヨケ","0",2016/10/03 0:00:00,2020/10/13 0:00:00
"208010","002080","DEF","HP:DEFﾎﾟﾝﾌﾟﾄﾚｻﾋﾞ収集","2",1,"30","0"," ","20221005756",1,"202210",5756,0,"2037109",2022/10/26 15:08:00,"0"," ","20221000453","1","202210",453,0,2036562,2022/10/26 0:00:00," "," ","           ","1"," ",0,0,0,2022/02/22 13:09:00," "," ","           ","1"," ",0,0,0,2022/02/22 13:09:00," ",0,"MS_C350N","214011",0,0,"          ","0","順序管理","0",2022/02/22 13:09:00,2022/10/26 15:08:00
"346555","003460","DPF1","DPF:ﾘｰｸﾃｽﾀ(DPF1)","3",1,"10","2","作業指示サーバ","20221103310",1,"202211",3310,0,"1251386",2022/11/07 21:30:54,"0","作業指示サーバ","20230100005","1","202301",5,0,1256205,2023/01/27 15:29:17," ","基幹サーバ","20221103310","1","202211",3310,0,0,2016/02/29 17:43:21," ","MP5600","20220804118","1","202208",4118,1,3010120,2022/08/17 17:18:40,"0",0,"MS_C358D","346305",1,1,"          ","1","設備制御","0",2022/04/12 13:12:57,2023/01/27 15:29:17
"306309","003060","DPF","OEM:集中DPF取付Pick","3",1,"10","2","作業指示サーバ","20201008946",1,"202010",8946,0,"1558300",2020/10/13 0:00:00,"0","作業指示サーバ","20120400618","1","201204",618,0,1189013,2012/04/04 0:00:00,"0","基幹サーバ","99999900000","1","999999",0,0,9999999,1999/12/31 0:00:00,"0"," "," "," ","      ",0,0,0,2007/09/11 0:00:00," ",0,"MS_C358C","306201",0,0,"NONGROUP  ","2","NEWPICK","0",2012/08/21 0:00:00,2020/10/13 0:00:00
"999304","037592","ｺﾓﾉD","出島:FQA3工程A","2",1,"30","2","作業指示サーバ","20201002982",1,"202010",2982,0,"2867587",2020/10/13 0:00:00,"0","作業指示サーバ","           ","1"," ",0,0,0,2012/02/02 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2012/02/02 0:00:00," ","MP5600","           ","1"," ",0,0,0,2012/02/02 0:00:00," ",0,"MS_C350N","214011",0,0,"          ","2","NEWPICK","0",2012/08/21 0:00:00,2020/10/13 0:00:00
"999303","037592","ｺﾓﾉC","出島:小物ｻﾌﾞ(ﾌﾟﾛﾃｸﾀ)","2",1,"30","2","作業指示サーバ","20201002982",1,"202010",2982,0,"2867587",2020/10/13 0:00:00,"0","作業指示サーバ","           ","1"," ",0,0,0,2012/02/02 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2012/02/02 0:00:00," ","MP5600","           ","1"," ",0,0,0,2012/02/02 0:00:00," ",0,"MS_C350N","214011",0,0,"          ","2","NEWPICK","0",2012/08/21 0:00:00,2020/10/13 0:00:00
"345999","003430","EA07","EA07：手直し","7",1,"10","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2012/09/06 0:00:00," ","作業指示サーバ","           ","1"," ",0,0,0,2012/09/06 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2012/09/06 0:00:00," ","MP5600","           ","1"," ",0,0,0,2012/09/06 0:00:00," ",1," ",,0,0,"          ","1","設備制御","0",2012/09/06 0:00:00,2012/09/06 0:00:00
"305999","003030","EA","EA：手直し","3",1,"10","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2012/09/06 0:00:00," ","作業指示サーバ","           ","1"," ",0,0,0,2012/09/06 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2012/09/06 0:00:00," ","MP5600","           ","1"," ",0,0,0,2012/09/06 0:00:00," ",1," ",,0,0,"          ","1","設備制御","0",2012/09/06 0:00:00,2012/09/06 0:00:00
"214030","002140","Mﾅｼ","MAR:立体出庫順序_Mﾅｼ","1",5,"30","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2012/09/18 0:00:00," ","作業指示サーバ","20131202087","1","201312",2087,0,2402306,2013/12/11 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2012/09/18 0:00:00," ","MP5600","           ","1"," ",0,0,0,2012/09/18 0:00:00," ",1," ",,0,0,"          ","0","順序管理","0",2012/09/18 0:00:00,2013/12/11 0:00:00
"214035","002140","Mﾉﾐ","MAR:立体出庫順序_Mﾉﾐ","1",5,"30","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2012/09/18 0:00:00," ","作業指示サーバ","20131001592","1","201310",1592,0,2394644,2013/10/31 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2012/09/18 0:00:00," ","MP5600","           ","1"," ",0,0,0,2012/09/18 0:00:00," ",1," ",,0,0,"          ","0","順序管理","0",2012/09/18 0:00:00,2013/10/31 0:00:00
"306701","003060","ﾌｧﾝ","OEM:ファン","3",1,"10","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2013/12/26 0:00:00," ","作業指示サーバ","           ","1"," ",0,0,0,2013/12/26 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2013/12/26 0:00:00," ","MP5600","           ","1"," ",0,0,0,2013/12/26 0:00:00," ",1,"MS_C358C","306201",0,0,"          ","5","ポカヨケ","0",2013/12/26 0:00:00,2013/12/26 0:00:00
"306703","003060","DPF-FR","OEM:DPF先頭","3",1,"10","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2013/12/26 0:00:00," ","作業指示サーバ","           ","1"," ",0,0,0,2013/12/26 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2013/12/26 0:00:00," ","MP5600","           ","1"," ",0,0,0,2013/12/26 0:00:00," ",1,"MS_C358C","306201",0,0,"          ","5","ポカヨケ","0",2013/12/26 0:00:00,2013/12/26 0:00:00
"214280","002140","MAR","MAR:集中OHｻﾌﾞ2","1",1,"30","2","作業指示サーバ","20201002981",1,"202010",2981,0,"2868029",2020/10/13 0:00:00,"0","作業指示サーバ","20201002982","1","202010",2982,0,2867589,2020/10/13 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2012/08/10 0:00:00," ","MP5600","           ","1"," ",0,0,0,2012/08/10 0:00:00," ",0,"MS_C350N","214012",285,285,"          ","2","NEWPICK","0",2012/09/27 0:00:00,2020/10/13 0:00:00
"995312","037592","DPFﾏﾌ2","出島:DPFﾏﾌﾗW6(確定)","3",1,"10","2","作業指示サーバ","20201008946",1,"202010",8946,0,"1558300",2020/10/13 0:00:00,"0","作業指示サーバ","20160417090","1","201604",17090,0,1257181,2016/04/29 0:00:00,"0","基幹サーバ"," ","1","999999",0,0,9999999,1996/10/16 0:00:00,"0"," "," "," ","      ",0,0,0,2009/01/08 0:00:00," ",0,"MS_C358C","306201",733,718,"NONGROUP  ","2","NEWPICK","0",2012/10/10 0:00:00,2020/10/13 0:00:00
"343226","003430","ﾁｭｰﾌﾞ","ET07:ﾌｭｰｴﾙﾁｭｰﾌﾞｱｯｼ","7",1,"10","2","作業指示サーバ","20201075259",0,"202010",75259,0,"1562780",2020/10/14 0:00:00,"0","作業指示サーバ","20121002238","1","201210",2238,0,1334030,2012/10/10 0:00:00,"0","基幹サーバ"," ","1","999999",0,0,0,2003/08/02 0:00:00,"0"," "," "," ","      ",0,0,0,2008/03/21 0:00:00," ",0,"MS_C300C"," ",0,0,"NONGROUP  ","2","NEWPICK","0",2012/10/10 0:00:00,2020/10/14 0:00:00
"113200","001130","ｸﾗｯﾁ","FM3:ｸﾗｯﾁﾊｳｼﾞﾝｸﾞPick","1",1,"30","2","作業指示サーバ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0","作業指示サーバ","20200801406","1","202008",1406,0,2854728,2020/08/07 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2013/09/04 0:00:00," ","MP5600","           ","1"," ",0,0,0,2013/09/04 0:00:00," ",0,"MS_C300C",,224,224,"          ","2","NEWPICK","0",2013/09/04 0:00:00,2020/10/14 0:00:00
"219258","002190","MS-H","MS:集中H1Pick-2","1",1,"30","2","作業指示サーバ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0","作業指示サーバ","20201002999","1","202010",2999,0,2867918,2020/10/13 0:00:00,"0","基幹サーバ"," ","1","999999",0,0,9999999,1997/01/14 0:00:00,"0"," "," "," ","      ",0,0,0,2010/06/15 0:00:00," ",0,"MS_C300C"," ",291,291,"NONGROUP  ","2","NEWPICK","0",2014/06/09 0:00:00,2020/10/14 0:00:00
"209509","002090","ｼｰﾄ","HM:ｼｰﾄ台車指示書","1",1,"30","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2010/02/03 0:00:00," ","作業指示サーバ","           ","1"," ",0,0,0,2010/02/03 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2010/02/03 0:00:00," ","MP5600","           ","1"," ",0,0,0,2010/02/03 0:00:00," ",1,"          ","      ",0,0,"          ","3","指示書発行","0",2018/10/11 0:00:00,2018/10/11 0:00:00
"209510","002090","ﾏﾌﾗｰ","① 新栄振分け","1",1,"30","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2010/02/03 0:00:00," ","作業指示サーバ","           ","1"," ",0,0,0,2010/02/03 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2010/02/03 0:00:00," ","MP5600","           ","1"," ",0,0,0,2010/02/03 0:00:00," ",1,"          ","      ",0,0,"          ","3","指示書発行","0",2018/10/11 0:00:00,2020/09/10 0:00:00
"214715","002140","ｶｸS","MAR:作業指示08L","1",1,"30","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2013/02/18 0:00:00," ","作業指示サーバ","           ","1"," ",0,0,0,2013/02/18 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2013/02/18 0:00:00," ","MP5600","           ","1"," ",0,0,0,2013/02/18 0:00:00," ",0," ",,0,0,"          ","5","ポカヨケ","0",2013/02/18 0:00:00,2013/02/18 0:00:00
"996229","037592","FQAﾏ","出島:ﾊﾟｲﾌﾟ払い出し","1",1,"30","2","作業指示サーバ","20171003110",0,"201710",3110,0,"2654702",2017/10/11 0:00:00,"0","作業指示サーバ"," ","1","      ",0,0,9999999,1996/10/16 0:00:00,"0","基幹サーバ"," ","1","999999",0,0,9999999,1996/10/16 0:00:00,"0"," "," "," ","      ",0,0,0,2008/03/14 0:00:00," ",1,,,0,0,"NONGROUP  ","2","Dejima","0",2013/05/21 0:00:00,2017/10/11 0:00:00
"303799","003030","EA","EA:関所","3",1,"10","2","作業指示サーバ","           ",0,"      ",0,0,"       ",2014/05/28 0:00:00," ","作業指示サーバ","           ","1"," ",0,0,0,2014/05/28 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2014/05/28 0:00:00," ","MP5600","           ","1"," ",0,0,0,2014/05/28 0:00:00," ",1," ","304301",0,0,"          ","5","ポカヨケ","0",2014/05/28 0:00:00,2014/06/24 0:00:00
"209511","002090","ｶﾞﾗｽ左","HM:ﾏﾌﾗｰ.ｲﾝﾚｯﾄ仕分け","1",1,"30","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2010/02/03 0:00:00," ","作業指示サーバ","           ","1"," ",0,0,0,2010/02/03 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2010/02/03 0:00:00," ","MP5600","           ","1"," ",0,0,0,2010/02/03 0:00:00," ",1,"          ","      ",0,0,"          ","3","指示書発行","0",2018/10/11 0:00:00,2020/06/22 0:00:00
"999311","037592","ｶｷﾞ","出島:ﾊｯﾋﾟｰA","2",1,"30","2","作業指示サーバ","20201002982",1,"202010",2982,0,"2867587",2020/10/13 0:00:00,"0","作業指示サーバ","           ","1"," ",0,0,0,2012/02/02 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2012/02/02 0:00:00," ","MP5600","           ","1"," ",0,0,0,2012/02/02 0:00:00," ",0,"MS_C350N","214011",0,0,"          ","2","NEWPICK","0",2015/04/20 0:00:00,2020/10/13 0:00:00
"250300","002500","YP","YP:順序指示_無効不可","2",1,"30","2","作業指示サーバ","20201002692",1,"202010",2692,0,"2867694",2020/10/13 0:00:00,"0","作業指示サーバ","20201002691","1","202010",2691,0,2867520,2020/10/13 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2015/07/30 0:00:00," ","MP5600","           ","1"," ",0,0,0,2015/07/30 0:00:00," ",0,"MS_C350S","250004",259,259,"          ","5","ポカヨケ","0",2015/07/30 0:00:00,2020/10/13 0:00:00
"995305","037592","ｲﾝｼﾞｪｸ","出島:03ｲﾝｼﾞｪｸｼｮﾝ","3",1,"10","2","作業指示サーバ","20171008728",0,"201710",8728,0,"1631556",2017/10/11 0:00:00,"0","作業指示サーバ"," ","1","      ",0,0,9999999,1996/10/16 0:00:00,"0","基幹サーバ"," ","1","999999",0,0,9999999,1996/10/16 0:00:00,"0"," "," "," ","      ",0,0,0,2009/01/08 0:00:00," ",1," "," ",0,0,"NONGROUP  ","2","Dejima","0",2009/01/08 0:00:00,2017/10/11 0:00:00
"713502","007130","FWS","FWS:ﾛｰﾀﾘｰ順序表","1",1,"30","2","作業指示サーバ","99999900000",1,"999999",0,0,"9999999",1996/10/16 0:00:00,"0","作業指示サーバ","99999900000","1","999999",0,0,9999999,1996/10/16 0:00:00,"0","基幹サーバ","99999900000","1","999999",0,0,9999999,1996/10/16 0:00:00,"0",,,,,0,0,,,,1,,,,,"NONGROUP  ","3","指示書発行","0",2003/11/06 0:00:00,2003/11/19 0:00:00
"215707","002150","ｶｸS","HS:作業指示04L","2",1,"30","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2010/04/26 0:00:00," ","作業指示サーバ","           ","1"," ",0,0,0,2010/04/26 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2010/04/26 0:00:00," ","MP5600","           ","1"," ",0,0,0,2010/04/26 0:00:00," ",0,"          ","      ",0,0,"          ","5","ポカヨケ","0",2010/12/16 0:00:00,2010/12/16 0:00:00
"343229","003430","EA07","EA07:集中東側Pick1","7",1,"10","2","作業指示サーバ","20201075259",0,"202010",75259,0,"1562780",2020/10/14 0:00:00,"0","作業指示サーバ","20141004365","1","201410",4365,0,1855527,2014/10/29 0:00:00,"0","基幹サーバ"," ","1","999999",0,0,0,2003/08/02 0:00:00,"0"," "," "," ","      ",0,0,0,2008/03/21 0:00:00," ",0,"MS_C300C"," ",186,186,"NONGROUP  ","2","NEWPICK","0",2010/12/22 0:00:00,2020/10/14 0:00:00
