"MS_STATION","MS_LINE","MS_KOTEI","MS_ST_NAME","MS_SIJI_LVL","MS_KOTEI_SEQ","MS_PATURN","MS_KATA_KBN","MS_D_SERV","MS_D_TUKINO","MS_D_YOKUSI","MS_D_GATUDO","MS_D_RENBAN","MS_D_EDABAN","MS_D_IDNO","MS_D_YMD","MS_D_END","MS_U_SERV","MS_U_TUKINO","MS_U_YOKUSI","MS_U_GATUDO","MS_U_RENBAN","MS_U_EDABAN","MS_U_IDNO","MS_U_YMD","MS_U_END","MS_H_SERV","MS_H_TUKINO","MS_H_YOKUSI","MS_H_GATUDO","MS_H_RENBAN","MS_H_EDABAN","MS_H_IDNO","MS_H_YMD","MS_H_END","MS_U2_SERV","MS_U2_TUKINO","MS_U2_YOKUSI","MS_U2_GATUDO","MS_U2_RENBAN","MS_U2_EDABAN","MS_U2_IDNO","MS_U2_YMD","MS_U2_END","MS_PROC_FLG","MS_PROC_CODE","MS_PRE_STATION","MS_PASS","MS_PICK","MS_GROUP_C","MS_KIND","MS_KIND_NAME","MS_OUTSIDE","MS_INS_YMD","MS_UPD_YMD"
"207303","002070","PLC_M1","PLC:降ろし移載機","1",1,"30","2","作業指示サーバ","20201000922",1,"202010",922,0,"2868088",2020/10/13 0:00:00,"0","作業指示サーバ","20201000938","1","202010",938,0,2867796,2020/10/13 0:00:00," ","基幹サーバ","           ","1"," ",0,0,0,2014/06/02 0:00:00," ","MP5600","           ","1"," ",0,0,0,2014/06/02 0:00:00," ",0,"MS_C350N","207301",88,88,"          ","1","設備制御","0",2020/03/31 0:00:00,2020/10/13 0:00:00
"754205","007540","CABW04","CAB:PLC吊り部品","1",1,"30","2","作業指示サーバ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0","作業指示サーバ","20201002985","1","202010",2985,0,2867869,2020/10/13 0:00:00,"0","基幹サーバ","99999900000","1","999999",0,0,9999999,1999/12/31 0:00:00,"0"," "," "," ","      ",0,0,0,2009/09/14 0:00:00," ",0,"MS_C300C","      ",286,122,"NONGROUP  ","2","NEWPICK","0",2020/04/16 0:00:00,2020/10/14 0:00:00
"223700","002230","QS","QS:製造支援順序","2",1,"30","2","作業指示サーバ","20201002982",1,"202010",2982,0,"2867587",2020/10/13 0:00:00,"0","作業指示サーバ","20201000918","1","202010",918,0,2867632,2020/10/13 0:00:00,"0","基幹サーバ","00000000040","1","000000",40,0,4000040,2020/03/25 0:00:00,"0"," "," "," ","      ",0,0,0,2011/01/20 0:00:00," ",0,"MS_C350N","214011",115,115,"FO-01     ","0","順序管理","0",2020/03/31 0:00:00,2020/10/13 0:00:00
"143200","001430","完成品","CR2:完成品ﾋﾟｯｷﾝｸﾞ","7",1,"10","2"," ","20201075259",0,"202010",75259,0,"1562780",2020/10/14 0:00:00,"0"," ","20201004032","1","202010",4032,0,1560090,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/01 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/01 0:00:00," ",0,"MS_C300C","      ",408,408,"          ","2","NEWPICK","0",2020/04/01 0:00:00,2020/10/14 0:00:00
"304303","003040","ﾌﾟｰﾘｰ","EAF:ﾌﾟｰﾘｰ圧入装置","3",1,"10","2"," ","20201008154",1,"202010",8154,0,"1559293",2020/10/13 0:00:00,"0"," ","20201008156","1","202010",8156,0,1559654,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/08 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/08 0:00:00," ",0,"MS_C350N","304301",831,831,"          ","1","設備制御","0",2020/04/08 0:00:00,2020/10/13 0:00:00
"307213","003070","ES03","ES03:ERB小物pick2","3",1,"10","2"," ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0"," ","20201008160","1","202010",8160,0,1559167,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2019/09/06 0:00:00," "," ","           ","1"," ",0,0,0,2019/09/06 0:00:00," ",0,"MS_C350N","122201",820,820,"          ","2","NEWPICK","0",2020/04/13 0:00:00,2020/10/13 0:00:00
"306614","003060","DPF","OEM:QP:DPF工程１","3",1,"10","2"," ","           ",0,"      ",0,0,"       ",2020/04/15 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/15 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/15 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/15 0:00:00," ",1,"          ","      ",0,0,"          ","6","品質ポイント","0",2020/04/15 0:00:00,2020/04/15 0:00:00
"306615","003060","OEM","OEM:QP:ﾊｰﾈｽ工程","3",1,"10","2"," ","           ",0,"      ",0,0,"       ",2020/04/15 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/15 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/15 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/15 0:00:00," ",1,"          ","      ",0,0,"          ","6","品質ポイント","0",2020/04/15 0:00:00,2020/04/15 0:00:00
"219262","002190","油圧B","MS:油圧ﾌﾞﾚｰｷPick2","1",1,"30","2","作業指示サーバ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0","作業指示サーバ","20200403593","1","202004",3593,0,2840145,2020/04/22 0:00:00,"0","基幹サーバ","99999900000","1","999999",0,0,9999999,1996/10/16 0:00:00,"0"," "," "," ","      ",0,0,0,2010/07/13 0:00:00," ",0,"MS_C300C","      ",173,173,"NONGROUP  ","2","NEWPICK","0",2020/04/22 0:00:00,2020/10/14 0:00:00
"219801","002190","MS","MS:電子ﾁｪｯｸ:M01","1",1,"30","2"," ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","5","ポカヨケ","0",2020/04/23 0:00:00,2020/10/14 0:00:00
"219802","002190","MS","MS:電子ﾁｪｯｸ:M02","1",1,"30","2"," ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","5","ポカヨケ","0",2020/04/23 0:00:00,2020/10/14 0:00:00
"219803","002190","MS","MS:電子ﾁｪｯｸ:M03","1",1,"30","2"," ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","5","ポカヨケ","0",2020/04/23 0:00:00,2020/10/14 0:00:00
"219804","002190","MS","MS:電子ﾁｪｯｸ:M04","1",1,"30","2"," ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","5","ポカヨケ","0",2020/04/23 0:00:00,2020/10/14 0:00:00
"219805","002190","MS","MS:電子ﾁｪｯｸ:M05","1",1,"30","2"," ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","5","ポカヨケ","0",2020/04/23 0:00:00,2020/10/14 0:00:00
"219806","002190","MS","MS:電子ﾁｪｯｸ:M06","1",1,"30","2"," ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","5","ポカヨケ","0",2020/04/23 0:00:00,2020/10/14 0:00:00
"219807","002190","MS","MS:電子ﾁｪｯｸ:M07","1",1,"30","2"," ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","5","ポカヨケ","0",2020/04/23 0:00:00,2020/10/14 0:00:00
"219808","002190","MS","MS:電子ﾁｪｯｸ:M08","1",1,"30","2"," ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","5","ポカヨケ","0",2020/04/23 0:00:00,2020/10/14 0:00:00
"219809","002190","MS","MS:電子ﾁｪｯｸ:M09","1",1,"30","2"," ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","5","ポカヨケ","0",2020/04/23 0:00:00,2020/10/14 0:00:00
"219810","002190","MS","MS:電子ﾁｪｯｸ:M10","1",1,"30","2"," ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","5","ポカヨケ","0",2020/04/23 0:00:00,2020/10/14 0:00:00
"219811","002190","MS","MS:電子ﾁｪｯｸ:M11","1",1,"30","2"," ","20201004523",0,"202010",4523,0,"2868955",2020/10/14 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," "," ","           ","1"," ",0,0,0,2020/04/23 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","5","ポカヨケ","0",2020/04/23 0:00:00,2020/10/14 0:00:00
"303330","003030","POKAF","EA:新ﾎﾟｶﾖｹF","3",1,"10","2"," ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0"," ","20201008154","1","202010",8154,0,1558510,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2020/02/20 0:00:00," "," ","           ","1"," ",0,0,0,2020/02/20 0:00:00," ",0,"MS_C350N","122201",820,820,"          ","1","設備制御","0",2020/08/07 0:00:00,2020/10/13 0:00:00
"250601","002500","YP:QP","YP:QP:検査工程","2",1,"30","2"," ","20201002692",1,"202010",2692,0,"2867694",2020/10/13 0:00:00,"0"," ","20201000023","1","202010",23,0,2867693,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2020/08/21 0:00:00," "," ","           ","1"," ",0,0,0,2020/08/21 0:00:00," ",0,"MS_C350N","250004",0,0,"          ","6","品質ポイント","0",2020/08/21 0:00:00,2020/10/13 0:00:00
"307219","003070","ES","ES03:ﾋﾟｽﾄﾝPick","3",1,"10","2","作業指示サーバ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0","作業指示サーバ","20201006012","1","202010",6012,0,1559824,2020/10/13 0:00:00,"0","基幹サーバ","99999900000","1","999999",0,0,9999999,1999/12/31 0:00:00,"0"," "," "," ","      ",0,0,0,2010/04/13 0:00:00," ",0,"MS_C350N","122201",820,820,"NONGROUP  ","2","NEWPICK","0",2020/10/07 0:00:00,2020/10/13 0:00:00
"307218","003070","ES","ES03:ｳｹﾊﾞｺPick","3",1,"10","2","作業指示サーバ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0","作業指示サーバ","20201006019","1","202010",6019,0,1559275,2020/10/13 0:00:00,"0","基幹サーバ","99999900000","1","999999",0,0,9999999,1999/12/31 0:00:00,"0"," "," "," ","      ",0,0,0,2010/04/13 0:00:00," ",0,"MS_C350N","122201",820,820,"NONGROUP  ","2","NEWPICK","0",2020/10/07 0:00:00,2020/10/13 0:00:00
"214261","002140","COｴﾙﾎﾞ","MAR:COｴﾙﾎﾞPick","1",1,"30","2","作業指示サーバ","20201002981",1,"202010",2981,0,"2868029",2020/10/13 0:00:00,"0","作業指示サーバ","20201002982","1","202010",2982,0,2867725,2020/10/13 0:00:00,"0","基幹サーバ","99999900000","1","999999",0,0,9999999,1999/12/31 0:00:00,"0"," "," "," ","      ",0,0,0,2013/06/11 0:00:00," ",0,"MS_C350N","214012",285,285,"NONGROUP  ","2","NEWPICK","0",2020/07/20 0:00:00,2020/10/13 0:00:00
"302604","003020","P_TNYU","ERB:QP:ﾋﾟｽﾄﾝ投入","3",1,"10","2"," ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0"," ","20201008160","1","202010",8160,0,1559297,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2020/07/31 0:00:00," "," ","           ","1"," ",0,0,0,2020/07/31 0:00:00," ",0,"MS_C350N","122201",0,0,"          ","6","品質ポイント","0",2020/07/31 0:00:00,2020/10/13 0:00:00
"303329","003030","POKAF","xEA:新ﾎﾟｶﾖｹF","3",1,"10","2"," ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0"," ","20200714464","1","202007",14464,0,1502094,2020/07/31 0:00:00," "," ","           ","1"," ",0,0,0,2020/02/20 0:00:00," "," ","           ","1"," ",0,0,0,2020/02/20 0:00:00," ",0,"MS_C350N","122201",406,406,"          ","1","設備制御","0",2020/07/31 0:00:00,2020/10/13 0:00:00
"307254","003070","ESB","ESB:小物Pick5","3",1,"10","2","作業指示サーバ","20201008946",1,"202010",8946,0,"1558300",2020/10/13 0:00:00,"0","作業指示サーバ","20201005409","1","202010",5409,0,1557159,2020/10/13 0:00:00,"0","基幹サーバ","99999900000","1","999999",0,0,9999999,1999/12/31 0:00:00,"0"," "," "," ","      ",0,0,0,2007/09/18 0:00:00," ",0,"MS_C358C","306201",919,919,"NONGROUP  ","2","NEWPICK","0",2020/09/23 0:00:00,2020/10/13 0:00:00
"307255","003070","ESB","ESB:小物Pick6","3",1,"10","2","作業指示サーバ","20201008946",1,"202010",8946,0,"1558300",2020/10/13 0:00:00,"0","作業指示サーバ","20201000921","1","202010",921,0,1557159,2020/10/13 0:00:00,"0","基幹サーバ","99999900000","1","999999",0,0,9999999,1999/12/31 0:00:00,"0"," "," "," ","      ",0,0,0,2007/09/18 0:00:00," ",0,"MS_C358C","306201",919,919,"NONGROUP  ","2","NEWPICK","0",2020/09/23 0:00:00,2020/10/13 0:00:00
"303332","003030","POKAN","EA:ﾎﾟｶﾖｹN","3",1,"10","2"," ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0"," ","           ","1"," ",0,0,0,2020/08/25 0:00:00," "," ","           ","1"," ",0,0,0,2020/08/25 0:00:00," "," ","           ","1"," ",0,0,0,2020/08/25 0:00:00," ",0,"MS_C350N","122201",0,0,"          ","1","設備制御","0",2020/09/30 0:00:00,2020/10/13 0:00:00
"867601","008670","QP","EPI:QP:ﾏｽｷﾝｸﾞ確認","3",1,"10","2"," ","           ",1,"      ",0,0,"       ",2020/05/18 0:00:00," "," ","           ","1"," ",0,0,0,2020/05/18 0:00:00," "," ","           ","1"," ",0,0,0,2020/05/18 0:00:00," "," ","           ","1"," ",0,0,0,2020/05/18 0:00:00," ",1,"          ","      ",0,0,"          ","6","品質ポイント","0",2020/05/18 0:00:00,2020/05/18 0:00:00
"309207","003090","前艤装","ET2:前艤装Pick2","3",1,"10","2","作業指示サーバ","20201008137",1,"202010",8137,0,"1558663",2020/10/13 0:00:00,"0","作業指示サーバ","20201008136","1","202010",8136,0,1558593,2020/10/13 0:00:00,"0","基幹サーバ","           ","1"," ",0,0,0,2010/03/17 0:00:00," ","MP5600","           ","1"," ",0,0,0,2010/03/17 0:00:00," ",0,"MS_C350S","309000",837,837,"          ","2","NEWPICK","0",2020/06/12 0:00:00,2020/10/13 0:00:00
"118501","001180","HST","FM4:HST/HMT","1",1,"30","2"," ","           ",1,"      ",0,0,"       ",2020/07/29 0:00:00," "," ","           ","1"," ",0,0,0,2020/07/29 0:00:00," "," ","           ","1"," ",0,0,0,2020/07/29 0:00:00," "," ","           ","1"," ",0,0,0,2020/07/29 0:00:00," ",1,"          ","      ",0,0,"          ","3","指示書発行","0",2020/07/29 0:00:00,2020/07/29 0:00:00
"343245","003430","DySup","EA07:ﾀﾞｲﾅﾓｻﾎﾟｰﾄpick","7",1,"10","2"," ","20201075259",0,"202010",75259,0,"1562780",2020/10/14 0:00:00,"0"," ","20201004040","1","202010",4040,0,1560160,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2020/08/19 0:00:00," "," ","           ","1"," ",0,0,0,2020/08/19 0:00:00," ",0,"MS_C300C","      ",408,408,"          ","2","NEWPICK","0",2020/08/19 0:00:00,2020/10/14 0:00:00
"307295","003070","ﾌﾟｰﾘ","ES03:ﾌﾟｰﾘPick","3",1,"10","2"," ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0"," ","20201008313","1","202010",8313,0,1559524,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2019/02/13 0:00:00," "," ","           ","1"," ",0,0,0,2019/02/13 0:00:00," ",0,"MS_C350N","122201",850,850,"          ","2","NEWPICK","0",2020/08/21 0:00:00,2020/10/13 0:00:00
"306317","003060","ﾗﾍﾞﾙP","OEM:認証ﾗﾍﾞﾙﾎﾟｶﾖｹ","3",1,"10","2"," ","20201008946",1,"202010",8946,0,"1558300",2020/10/13 0:00:00,"0"," ","20201000826","1","202010",826,0,1555383,2020/10/08 0:00:00," "," ","           ","1"," ",0,0,0,2020/09/15 0:00:00," "," ","           ","1"," ",0,0,0,2020/09/15 0:00:00," ",0,"MS_C358C","306201",337,337,"          ","1","設備制御","0",2020/09/15 0:00:00,2020/10/13 0:00:00
"308300","003080","降ろし","EP:ECUポカヨケ","3",1,"10","2"," ","20210816903",1,"202108",16903,0,"1857270",2021/08/26 19:17:27,"0","PowerEdge4600","20210900005","1","202109",5,0,1846633,2021/09/03 10:46:23," ","MP5600","           ","1"," ",0,0,0,2018/03/07 15:10:27," ","MP5600","           ","1"," ",0,0,0,2018/03/07 15:10:27," ",0,"MS_C358C","306200",5,5,"          ","1","設備制御","0",2018/03/07 15:10:27,2021/09/03 10:46:23
"308302","003080","SI合流","EP：SI合流","3",1,"10","2"," ","           ",1,"      ",0,0,"       ",2021/05/28 0:00:00,"0","PowerEdge4600","20210500007","0","202105",7,0,1004679,2021/05/28 19:36:01," ","MP5600","           ","1"," ",0,0,0,2021/05/28 0:00:00," ","MP5600","           ","1"," ",0,0,0,2021/05/28 0:00:00," ",0,,,0,0,"          ","0","順序管理","0",2021/05/28 0:00:00,2021/05/28 19:36:05
"304301","003040","割込PC","EA-F:割込ＰＣ１","3",1,"10","2","作業指示サーバ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0","作業指示サーバ","20220600004","1","202206",4,0,1105134,2022/06/02 20:12:58,"0","基幹サーバ",,"1","999999",0,0,0,2003/08/02 0:00:00,"0",,,,,,,,,,0,"MS_C350N","122201",4,4,"NONGROUP  ","1","設備制御","0",2004/08/09 0:00:00,2022/06/02 20:12:58
"346701","003460","DPF","DPF:MIX順序レーン2","3",1,"10","2","作業指示サーバ","           ",1,"      ",0,0,"       ",2016/03/11 0:00:00," ","作業指示サーバ","20220400016","1","202204",16,0,3000783,2022/04/28 19:26:00," ","基幹サーバ","           ","1"," ",0,0,0,2016/03/11 0:00:00," ","MP5600","           ","1"," ",0,0,0,2016/03/11 0:00:00," ",1,,,0,0,"          ","1","設備制御","0",2016/03/11 0:00:00,2022/04/28 19:26:00
"906906","003060","ﾄﾙｸ","DPF:ｼｽﾃﾑﾄﾙｸ(DPF1)","3",1,"10","2"," ","20201008946",1,"202010",8946,0,"1558300",2020/10/13 0:00:00,"0","PowerEdge4600","20230200002","1","202302",2,0,1178041,2023/02/21 10:50:32," ","MP5600","           ","1"," ",0,0,0,2016/10/03 0:00:00," ","MP5600","           ","1"," ",0,0,0,2016/10/03 0:00:00," ",0,"MS_C358C","306201",1,1,"          ","5","ポカヨケ","0",2016/10/03 0:00:00,2023/02/21 10:50:32
"346524","003460","DPF1","DPF:ﾄﾙｸ_温度(DPF1)","3",1,"10","2","作業指示サーバ","20220810087",1,"202208",10087,0,"1182298",2022/08/29 22:14:00,"0","作業指示サーバ","20220810039","1","202208",10039,0,1181614,2022/08/29 22:14:34," ","基幹サーバ","20220810087","1","202208",10087,0,0,2016/02/29 17:38:48," ","MP5600","20220804118","1","202208",4118,1,3010120,2022/08/17 17:18:41,"0",0,"MS_C358D","346305",748,748,"          ","1","設備制御","0",2022/04/12 13:20:58,2022/08/29 22:14:34
"346523","003460","DPF1","DPF:ﾄﾙｸ_差圧(DPF1)","3",1,"10","2","作業指示サーバ","20220810087",1,"202208",10087,0,"1182298",2022/08/29 22:14:02,"0","作業指示サーバ","20220900006","1","202209",6,0,1180840,2022/09/22 17:57:54," ","基幹サーバ","20220810087","1","202208",10087,0,0,2016/02/29 17:33:40," ","MP5600","20220804118","1","202208",4118,1,3010120,2022/08/17 17:18:42,"0",0,"MS_C358D","346305",6,6,"          ","1","設備制御","0",2022/04/12 13:24:54,2022/09/22 17:57:54
"346527","003460","DPF1","DPF:ﾄﾙｸ_ﾌﾞﾗｹｯﾄ(DPF1)","3",1,"10","2","作業指示サーバ","20220810087",1,"202208",10087,0,"1182298",2022/08/29 22:14:08,"0","作業指示サーバ","20220800705","1","202208",705,0,1160132,2022/08/01 21:55:31," ","基幹サーバ","20220810087","1","202208",10087,0,0,2016/02/29 17:52:17," ","MP5600","20220804118","1","202208",4118,1,3010120,2022/08/17 17:18:46,"0",0,"MS_C358D","346305",705,705,"          ","1","設備制御","0",2022/04/12 13:40:08,2022/08/29 22:14:08
"307604","003070","QP","ES07:QP:IPUｱｲｶﾝ","7",1,"10","2"," ","20201075259",0,"202010",75259,0,"1562780",2020/10/14 0:00:00,"0"," ","20200100002","1","202001",2,0,1353203,2020/01/22 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," ",0,"MS_C300C","      ",0,0,"          ","6","品質ポイント","0",2019/04/24 0:00:00,2020/10/14 0:00:00
"307606","003070","QP","ES:QP:03ﾀｰﾎﾞｻﾌﾞ","3",1,"10","2"," ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0"," ","20201003677","1","202010",3677,0,1557933,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," ",0,"MS_C350N","122201",0,0,"          ","6","品質ポイント","0",2019/04/24 0:00:00,2020/10/13 0:00:00
"307601","003070","QP","ES:QP:ｸﾞﾙｰﾌﾟ1-2","3",1,"10","2"," ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0"," ","20201003154","1","202010",3154,0,1559775,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," ",0,"MS_C350N","122201",0,0,"          ","6","品質ポイント","0",2019/04/24 0:00:00,2020/10/13 0:00:00
"307605","003070","QP","ES03:QP:新八景島8","3",1,"10","2"," ","20201008159",1,"202010",8159,0,"1559646",2020/10/13 0:00:00,"0"," ","20190800412","1","201908",412,0,1232890,2019/08/02 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," ",0,"MS_C350N","122201",0,0,"          ","6","品質ポイント","0",2019/04/24 0:00:00,2020/10/13 0:00:00
"305603","003050","QP","ET2:QP:前艤","3",1,"10","2"," ","20201008137",1,"202010",8137,0,"1558663",2020/10/13 0:00:00,"0"," ","20201008137","1","202010",8137,0,1558682,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," ",0,"MS_C350S","309000",0,0,"          ","6","品質ポイント","0",2019/04/24 0:00:00,2020/10/13 0:00:00
"309601","003090","QP","ET2:QP:ﾍｯﾄﾞｶﾊﾞｰ","3",1,"10","2"," ","20201008137",1,"202010",8137,0,"1558663",2020/10/13 0:00:00,"0"," ","20201008138","1","202010",8138,0,1558671,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," ",0,"MS_C350S","309000",0,0,"          ","6","品質ポイント","0",2019/04/24 0:00:00,2020/10/13 0:00:00
"309602","003090","QP","ET2:QP:EXｶﾊﾞｰ取付","3",1,"10","2"," ","20201008137",1,"202010",8137,0,"1558663",2020/10/13 0:00:00,"0"," ","20201008136","1","202010",8136,0,1558368,2020/10/13 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," "," ","           ","1"," ",0,0,0,2019/04/24 0:00:00," ",0,"MS_C350S","309000",0,0,"          ","6","品質ポイント","0",2019/04/24 0:00:00,2020/10/13 0:00:00
"856208","008560","DPF","調達:DPF_Pick5-2","3",1,"10","2"," ","20201006011",1,"202010",6011,0,"1556959",2020/10/13 0:00:00,"0","PowerEdge4600","20190504148","1","201905",4148,0,1153213,2019/05/15 0:00:00," ","MP5600","20201006011","1","202010",6011,0,0,2019/03/20 0:00:00," ","MP5600","           ","1"," ",0,0,0,2019/03/20 0:00:00," ",0,"          ","346301",490,490,"          ","2","NEWPICK","0",2019/05/15 0:00:00,2020/10/13 0:00:00
"307280","003070","変速板","ES03:新変速板ｻﾌﾞPick","3",1,"10","2","作業指示サーバ","20201010752",0,"202010",10752,0,"1561855",2020/10/14 0:00:00,"0","作業指示サーバ","20201000482","1","202010",482,0,1560674,2020/10/13 0:00:00,"0","基幹サーバ","99999900000","1","999999",0,0,9999999,1999/12/31 0:00:00,"0"," "," "," ","      ",0,0,0,2010/04/05 0:00:00," ",0,"MS_C300C",,44,44,"NONGROUP  ","2","NEWPICK","0",2018/06/12 0:00:00,2020/10/14 0:00:00
"125502","001250","ｶﾑ","CAM:07Kｶﾑ順序","7",1,"10","2"," ","           ",1,"      ",0,0,"       ",2018/07/18 0:00:00," ","PowerEdge4600","           ","1"," ",0,0,0,2018/07/18 0:00:00," ","MP5600","           ","1"," ",0,0,0,2018/07/18 0:00:00," ","MP5600","           ","1"," ",0,0,0,2018/07/18 0:00:00," ",1,,,0,0,"          ","3","指示書発行","0",2018/07/18 0:00:00,2018/07/18 0:00:00
"304233","003040","ﾌﾟｰﾘｰ","EAF:ﾌｧﾝ駆動ﾌﾟｰﾘPick5","3",1,"10","2","作業指示サーバ","20201008154",1,"202010",8154,0,"1559293",2020/10/13 0:00:00,"0","作業指示サーバ","20190209356","1","201902",9356,0,1073236,2019/02/13 0:00:00,"0","基幹サーバ","99999900000","1","999999",0,0,9999999,1999/12/31 0:00:00,"0"," "," "," ","      ",0,0,0,2010/04/05 0:00:00," ",0,"MS_C350N","304301",1141,1141,"NONGROUP  ","2","NEWPICK","0",2018/09/05 0:00:00,2020/10/13 0:00:00
