"PLANT_CD","PRODUCT_MODEL_CD","PRODUCT_MODEL_NM","SALES_MODEL_FLG","OTHER_MODEL_FLG","GENERAL_PATTERN_CD","ASSEMBLY_PATTERN_CD","ASSEMBLY_PATTERN_SUB_CD","SERIES_MODEL_CD","SERIES_MODEL_NM","GROUP_MODEL_CD","GROUP_MODEL_NM","BASE_MODEL_CD","BASE_MODEL_NM","PLAN_COMPONENT_LV","SALES_MODEL_CMPNT_KIND_CD","UNIT_SGN","INLAND_EXPORT_SGN","MAKE_BUY_SGN","PRODUCT_MAKE_BUY_SGN","OE_SGN","OE_SGN_PLAN","ORDER_REP_CD","FINANCIAL_MODEL_GROUP_CD","FINANCIAL_MODEL_GROUP_NM","FINANCIAL_LARGE_CLASS_CD","FINANCIAL_MIDDLE_CLASS_CD","FINANCIAL_REPORT_CLASS_CD","FINANCIAL_SMALL_CLASS_CD","LINE_CD","MODEL_FAMILY","PACKING_SGN","INSTALLED_ENGINE_SGN","INSTALL_NEED_TYP","RESERVE_MODEL_SGN","ORDER_TYP","INSTALLED_ENGINE_LT","DELIVERY_ENGINE_LT","DRAFT_SGN","SUMMARY_CARTON_TYP","DISPLAY_TYP","DOMESTIC_ACTUAL_QUOTES","EXPORT_ACTUAL_QUOTES","FIRST_ARTICLE_COMPLETION_DT","OUT_OF_PRODUCTION_YMD","APPLY_END_MONTH","PLAN_USER_ID","REGIST_CHECK_SGN","BM_REGIST_YMD","REGIST_YMD","CREATE_DT","UPDATE_DT","UPDATE_DT_ADD","UPDATE_BY_ADD"
"28","TC88095028","V2403-M-T-E3B-EU-X8 ",0,0,"10","19"," ",,,,,"E124000028","V2403(OEM)          ","10","999","0","1","1","1","6","6","906","1J47700000","V2403-M-T-E3B-EU-X8 ","050","052","002","052","100000","510"," ","3"," "," "," ",0,0," ","B"," ",0,281400,2007/11/12 0:00:00,"      ","      ","k090053","1","20070709","        ",2007/06/30 0:42:44,2009/05/07 20:26:34,2007/06/30 0:42:44,"INIT"
"28","1J47700001","V2403-M-T-E3B-EU-X8R",0,0,"10","19"," ",,,,,"E124000028","V2403(OEM)          ","10","999","0","1","1","1","6","6","906","1J47700001","V2403-M-T-E3B-EU-X8R","050","052","002","052","100000","510"," ","3"," "," "," ",0,0," ","B"," ",0,314300,2014/12/23 0:00:00,"      ","      ","k090053","1","20130509","        ",2013/04/26 1:30:27,2013/05/30 14:21:00,2013/04/26 1:30:27,"INIT"
"28","1J47700002","V2403-M-T-E3B-EU-X8F",0,0,"10","19"," ",,,,,"E124000028","V2403(OEM)          ","10","999","0","1","1","1","6","6","906","1J47700002","V2403-M-T-E3B-EU-X8F","050","052","002","052","100000","510"," ","3"," "," "," ",0,0," ","B"," ",0,283400,2014/01/20 0:00:00,"      ","      ","k090053","1","20131112","        ",2013/11/01 1:30:34,2013/11/12 15:32:08,2013/11/01 1:30:34,"INIT"
"28","1J47712000","V2403-M-T-E3B-EU-Y8 ",0,0,"10","19"," ",,,,,"E124000028","V2403(OEM)          ","10","999","0","1","1","1","6","6","906","1J47712000","V2403-M-T-E3B-EU-Y8 ","   ","   ","   ","   ","100000","510"," ","3"," "," "," ",0,0," ","B"," ",0,0,,"202011","      ","k090053","1","20070809","        ",2007/08/02 0:48:04,2009/05/07 20:26:34,2020/12/01 15:03:03,"960009"
"28","1J73010000","V2607-DI-E3-BH-3    ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73010000","V2607-DI-E3-BH-3    ","190","196","682","192","100000","510"," ","2","1"," "," ",0,0," ","B","1",246100,246100,2009/01/09 0:00:00,"      ","      ","k208075","1","20081007","        ",2008/10/02 1:31:42,2010/05/14 10:55:10,2008/10/02 1:31:42,"INIT"
"28","1J73010001","V2607-DI-E3-BH-3-BB ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73010001","V2607-DI-E3-BH-3-BB ","050","062","002","062","100000","510"," ","3","1"," "," ",0,0," ","B","1",238900,238900,2013/05/23 0:00:00,"      ","      ","k208075","1","20130114","        ",2009/12/18 1:05:13,2013/01/15 14:38:48,2009/12/18 1:05:13,"INIT"
"28","1J73011000","V2607-DI-E3-BH-7    ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73011000","V2607-DI-E3-BH-7    ","190","196","682","192","100000","510"," ","2","1"," "," ",0,0," ","B","1",246700,246700,2010/08/18 0:00:00,"      ","      ","k208075","1","20100513","        ",2010/05/13 0:43:10,2010/09/15 1:16:48,2010/05/13 0:43:10,"INIT"
"28","1J73011001","V2607-DI-E3-BH-7-BB ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73011001","V2607-DI-E3-BH-7-BB ","050","062","002","062","100000","510"," ","3","1"," "," ",0,0," ","B","1",240900,240900,2015/10/15 0:00:00,"      ","      ","k208075","1","20121102","        ",2010/12/15 1:27:42,2012/11/14 21:14:36,2010/12/15 1:27:42,"INIT"
"28","1J73020000","V2607-DI-E3-BH-5    ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73020000","V2607-DI-E3-BH-5    ","190","196","682","192","100000","510"," ","2","1"," "," ",0,0," ","B","1",245100,245100,2009/07/29 0:00:00,"      ","      ","k208075","1","20090526","        ",2009/05/26 0:41:25,2010/04/27 0:58:46,2009/05/26 0:41:25,"INIT"
"28","1G77461000","V3307-DI-E2-1-SS-CHN",0,0,"10","14"," ",,,,,"E033000028","V3307(Ä³»²)         ","10","999","0","1","1","1","E","E","906","1G77461000","V3307-DI-E2-1-SS-CHN","050","061","312","061","100000","100"," ","1","1"," "," ",0,0," ","B","1",0,301200,2009/06/01 0:00:00,"      ","      ","k208075","1","20081010","        ",2008/10/10 0:55:26,2012/10/26 1:44:18,2008/10/10 0:55:26,"INIT"
"28","1G77461001","V3307-DI-E2-1SSCHNBB",0,0,"10","18"," ",,,,,"E233000028","V3307(OEM)          ","10","999","0","1","1","1","G","G","906","1G77461001","V3307-DI-E2-1SSCHNBB","050","062","002","062","100000","510"," ","3","1"," "," ",0,0," ","B","1",358100,358100,2009/08/01 0:00:00,"      ","      ","k208075","1","20090702","        ",2009/06/25 0:42:48,2011/08/12 1:19:24,2009/06/25 0:42:48,"INIT"
"28","1G77471000","V3307-DI-E2-1-CHN   ",0,0,"10","14"," ",,,,,"E033000028","V3307(Ä³»²)         ","10","999","0","1","1","1","E","E","906","1G77471000","V3307-DI-E2-1-CHN   ","050","061","312","061","100000","100"," ","1","1"," "," ",0,0," ","B","1",0,223400,2010/09/29 0:00:00,"      ","      ","k208075","1","20100722","        ",2010/07/17 0:43:02,2012/10/26 1:44:18,2010/07/17 0:43:02,"INIT"
"28","1G77471001","V3307-DI-E2-1-CHN-BB",0,0,"10","18"," ",,,,,"E233000028","V3307(OEM)          ","10","999","0","1","1","1","G","G","906","1G77471001","V3307-DI-E2-1-CHN-BB","   ","   ","   ","   ","100000","510"," ","3","1"," "," ",0,0," ","B","1",0,0,,"      ","      ","k208075","1","20100726","        ",2010/07/17 0:43:02,2010/07/27 11:07:16,2010/07/17 0:43:02,"INIT"
"28","1G77510000","V3307-DI-E2-Q       ",0,0,"10","14"," ",,,,,"E033000028","V3307(Ä³»²)         ","10","999","0","1","1","1","E","E","906","1G77510000","V3307-DI-E2-Q       ","050","061","312","061","100000","100"," ","1","1"," "," ",0,0," ","B","1",0,324700,2009/09/14 0:00:00,"      ","      ","k208075","1","20080416","        ",2005/12/01 0:53:16,2012/10/26 1:44:18,2005/12/01 0:53:16,"INIT"
"28","1G77510001","V3307-DI-E2-Q-BB    ",0,0,"10","18"," ",,,,,"E233000028","V3307(OEM)          ","10","999","0","1","1","1","G","G","906","1G77510001","V3307-DI-E2-Q-BB    ","050","062","002","062","100000","510"," ","3","1"," "," ",0,0," ","B","1",0,429900,2008/12/19 0:00:00,"      ","      ","k208075","1","20080416","        ",2008/02/19 0:47:08,2009/05/07 20:26:34,2008/02/19 0:47:08,"INIT"
"28","1G77511000","V3307-DI-E2-1-Q     ",0,0,"10","14"," ",,,,,"E033000028","V3307(Ä³»²)         ","10","999","0","1","1","1","E","E","906","1G77511000","V3307-DI-E2-1-Q     ","050","061","312","061","100000","100"," ","1","1"," "," ",0,0," ","B","1",0,340400,2009/03/30 0:00:00,"      ","      ","k208075","1","20080416","        ",2005/12/01 0:53:16,2012/10/26 1:44:18,2005/12/01 0:53:16,"INIT"
"28","1G77511001","V3307-DI-E2-1-Q-BB  ",0,0,"10","18"," ",,,,,"E233000028","V3307(OEM)          ","10","999","0","1","1","1","G","G","906","1G77511001","V3307-DI-E2-1-Q-BB  ","050","062","002","062","100000","510"," ","3","1"," "," ",0,0," ","B","1",0,429900,2009/04/23 0:00:00,"      ","      ","k208075","1","20080416","        ",2008/02/19 0:47:08,2009/05/07 20:26:34,2008/02/19 0:47:08,"INIT"
"28","1G93500000","V2203-M-DI-C-E-2    ",0,0,"10","19"," ",,,,,"E122100028","V2203(OEM)          ","10","999","0","0","1","1","6","6","906","1G93500000","V2203-M-DI-C-E-2    ","050","055","670","055","100000","807"," ","2","0"," "," ",0,0," ","B"," ",172000,172000,2005/02/25 0:00:00,"      ","      ","k090053","1","20041208","        ",2004/12/03 0:39:05,2010/04/27 0:58:46,2004/12/03 0:39:05,"INIT"
"28","1G93510000","V2203-M-DI-E2-CKMS1 ",0,0,"10","19"," ",,,,,"E122100028","V2203(OEM)          ","10","999","0","1","1","1","6","6","906","1G93510000","V2203-M-DI-E2-CKMS1 ","050","055","002","055","100000","510"," ","2"," "," "," ",0,0," ","B"," ",162300,162300,2008/02/07 0:00:00,"      ","      ","k090053","1","20071207","        ",2007/11/27 0:47:29,2012/01/21 1:28:56,2007/11/27 0:47:29,"INIT"
"28","1G93510001","V2203-M-DI-E2-CKM1BB",0,0,"10","19"," ",,,,,"E122100028","V2203(OEM)          ","10","999","0","1","1","1","6","6","906","1G93510001","V2203-M-DI-E2-CKM1BB","050","052","002","052","100000","510"," ","3"," "," "," ",0,0," ","B"," ",183600,183600,,"      ","      ","k090053","1","20151013","        ",2010/06/16 1:13:46,2015/10/14 11:38:43,2010/06/16 1:13:46,"INIT"
"28","1G93511000","V2203-M-DI-E2-CKMS2 ",0,0,"10","19"," ",,,,,"E122100028","V2203(OEM)          ","10","999","0","1","1","1","6","6","906","1G93511000","V2203-M-DI-E2-CKMS2 ","   ","   ","   ","   ","100000","510"," ","2"," "," "," ",0,0," ","B"," ",0,0,,"      ","      ","k090053","1","20110710","        ",2011/07/01 0:48:10,2011/07/10 10:25:06,2011/07/01 0:48:10,"INIT"
"28","1G93600000","V2203-M¥DI-EB-KEA-2 ",0,0,"10","19"," ",,,,,"E122100028","V2203(OEM)          ","10","999","0","1","1","1","6","6","906","1G93600000","V2203-M¥DI-EB-KEA-2 ","050","052","002","052","100000","510"," ","3","0"," "," ",0,3," ","B"," ",0,243700,2001/08/10 0:00:00,"202011","      ","k090053","1","        ","20010601",2003/09/11 13:25:43,2009/05/07 20:26:34,2020/12/01 15:03:03,"960009"
"28","1G93700000","V2403-M¥DI-EB-KEA-2 ",0,0,"10","19"," ",,,,,"E124000028","V2403(OEM)          ","10","999","0","1","1","1","6","6","906","1G93700000","V2403-M¥DI-EB-KEA-2 ","050","052","002","052","100000","510"," ","3","0"," "," ",0,3," ","B"," ",0,282400,2001/08/10 0:00:00,"201701","201611","k090053","1","        ","20010601",2003/09/11 13:25:43,2009/05/07 20:26:34,2017/01/17 15:06:04,"960009"
"28","1G93800000","V2203-M¥DI-EB-BC-1  ",0,0,"10","19"," ",,,,,"E122100028","V2203(OEM)          ","10","999","0","1","1","1","6","6","906","1G93800000","V2203-M¥DI-EB-BC-1  ","050","052","002","052","100000","510"," ","3","0"," "," ",0,3," ","B"," ",0,158700,2002/12/05 0:00:00,"      ","      ","k090053","1","        ","20021011",2003/09/11 13:25:43,2009/05/07 20:26:34,2003/09/11 13:25:43,"INIT"
"28","1G93900000","V2203-M-DI-E2B-CTD-1",0,0,"10","19"," ",,,,,"E122100028","V2203(OEM)          ","10","999","0","1","1","1","6","6","906","1G93900000","V2203-M-DI-E2B-CTD-1","050","052","002","052","100000","510"," ","3","0"," "," ",0,0," ","B"," ",0,232900,2004/11/12 0:00:00,"      ","      ","k090053","1","20040909","        ",2004/09/01 0:35:10,2009/05/07 20:26:34,2004/09/01 0:35:10,"INIT"
"28","1G93911000","V2203-M-DI-E2B-CTD-2",0,0,"10","19"," ",,,,,"E122100028","V2203(OEM)          ","10","999","0","1","1","1","6","6","906","1G93911000","V2203-M-DI-E2B-CTD-2","050","052","002","052","100000","510"," ","3","0"," "," ",0,0," ","B"," ",0,232000,2005/02/25 0:00:00,"      ","      ","k090053","1","20041208","        ",2004/12/02 0:36:04,2009/05/07 20:26:34,2004/12/02 0:36:04,"INIT"
"28","1J73020001","V2607-DI-E3-BH-5-BB ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73020001","V2607-DI-E3-BH-5-BB ","050","062","002","062","100000","510"," ","3","1"," "," ",0,0," ","B","1",239400,239400,2014/12/18 0:00:00,"      ","      ","k208075","1","20130114","        ",2010/05/08 1:04:55,2013/01/15 14:41:51,2010/05/08 1:04:55,"INIT"
"28","1J73022000","V2607-DI-E3-BH3-5   ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73022000","V2607-DI-E3-BH3-5   ","050","062","002","062","100000","510"," ","3","1"," "," ",0,0," ","B","1",0,240000,2015/01/13 0:00:00,"      ","      ","k208075","1","20141111","        ",2014/11/01 1:23:24,2014/11/12 8:44:45,2014/11/01 1:23:24,"INIT"
"28","1J73100000","V2607-DI-E3-BH-2    ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73100000","V2607-DI-E3-BH-2    ","190","196","682","192","100000","510"," ","2","1"," "," ",0,0," ","B","1",235700,235700,2009/01/09 0:00:00,"      ","      ","k208075","1","20081007","        ",2008/10/02 1:31:42,2010/09/15 1:16:48,2008/10/02 1:31:42,"INIT"
"28","1J73100001","V2607-DI-E3-BH-2-BB ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73100001","V2607-DI-E3-BH-2-BB ","050","062","002","062","100000","510"," ","3","1"," "," ",0,0," ","B","1",230200,230200,2013/06/14 0:00:00,"      ","      ","k208075","1","20130114","        ",2010/04/03 0:56:55,2013/01/15 14:44:42,2010/04/03 0:56:55,"INIT"
"28","1J73110000","V2607-DI-E3-BH-4    ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73110000","V2607-DI-E3-BH-4    ","190","196","682","192","100000","510"," ","2","1"," "," ",0,0," ","B","1",241400,241400,2009/01/09 0:00:00,"      ","      ","k208075","1","20081007","        ",2008/10/02 1:31:42,2010/06/03 10:45:10,2008/10/02 1:31:42,"INIT"
"28","1J73110001","V2607-DI-E3-BH-4-BB ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73110001","V2607-DI-E3-BH-4-BB ","050","062","002","062","100000","510"," ","3","1"," "," ",0,0," ","B","1",235700,235700,2016/01/21 0:00:00,"      ","      ","k208075","1","20130114","        ",2010/08/03 1:12:02,2013/01/15 14:42:15,2010/08/03 1:12:02,"INIT"
"28","1J73120000","V2607-DI-E3-BH-6    ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73120000","V2607-DI-E3-BH-6    ","190","196","682","192","100000","510"," ","2","1"," "," ",0,0," ","B","1",235600,235600,2009/12/22 0:00:00,"      ","      ","k208075","1","20091008","        ",2009/09/18 0:43:56,2010/05/14 10:55:46,2009/09/18 0:43:56,"INIT"
"28","1J73120001","V2607-DI-E3-BH-6-BB ",0,0,"10","18"," ",,,,,"E226000028","V2607(OEM)          ","10","999","0","1","1","1","G","G","906","1J73120001","V2607-DI-E3-BH-6-BB ","050","062","002","062","100000","510"," ","3","1"," "," ",0,0," ","B","1",230100,230100,2017/10/12 9:20:35,"      ","      ","k208075","1","20130114","        ",2012/12/29 0:54:58,2013/01/15 14:42:41,2017/10/12 10:33:24,
"28","1J73500000","V2607-CR-E4-BH1     ",0,0,"10","18"," ",,,,,"E226100028","V2607 CR(OEM)       ","10","999","0","1","1","1","G","G","906","1J73500000","V2607-CR-E4-BH1     ","190","196","682","194","100000","510"," ","2","1"," "," ",0,0," ","B","1",428000,428000,2012/12/24 0:00:00,"      ","      ","k208075","1","20120702","        ",2012/06/30 0:50:52,2012/09/29 1:32:28,2012/06/30 0:50:52,"INIT"
"28","1J73500001","V2607-CR-E4-BH1-BB  ",0,0,"10","18"," ",,,,,"E226100028","V2607 CR(OEM)       ","10","999","0","1","1","1","G","G","906","1J73500001","V2607-CR-E4-BH1-BB  ","050","062","002","082","100000","510"," ","3","1"," "," ",0,0," ","B","1",0,415800,2013/07/12 0:00:00,"      ","      ","k208075","1","20130114","        ",2013/01/11 0:58:18,2013/01/15 14:40:35,2013/01/11 0:58:18,"INIT"
"28","1J73501000","V2607-CR-E4-BH4     ",0,0,"10","18"," ",,,,,"E226100028","V2607 CR(OEM)       ","10","999","0","0","1","1","G","G","906","1J73501000","V2607-CR-E4-BH4     ","190","196","682","194","100000","807"," ","2"," "," "," ",0,0," ","B","1",410800,0,2015/10/01 0:00:00,"      ","      ","k208075","1","20150709","        ",2015/07/01 1:22:05,2015/07/10 22:35:35,2015/07/01 1:22:05,"INIT"
"28","1J73501001","V2607-CR-E4-BH4-BB  ",0,0,"10","18"," ",,,,,"E226100028","V2607 CR(OEM)       ","10","999","0","0","1","1","G","G","906","1J73501001","V2607-CR-E4-BH4-BB  ","050","062","002","082","100000","807"," ","3"," "," "," ",0,0," ","B","1",409100,0,2020/03/16 9:48:52,"      ","      ","k208075","1","20150709","        ",2015/07/01 1:22:05,2015/07/10 22:35:35,2020/03/17 4:30:49,
"28","1J73510000","V2607-CR-E4-BH2     ",0,0,"10","18"," ",,,,,"E226100028","V2607 CR(OEM)       ","10","999","0","1","1","1","G","G","906","1J73510000","V2607-CR-E4-BH2     ","190","196","682","194","100000","510"," ","2","1"," "," ",0,0," ","B","1",429800,429800,2012/09/26 0:00:00,"      ","      ","k208075","1","20120702","        ",2012/06/30 0:50:52,2012/10/02 1:23:50,2012/06/30 0:50:52,"INIT"
"28","1J73510001","V2607-CR-E4-BH2-BB  ",0,0,"10","18"," ",,,,,"E226100028","V2607 CR(OEM)       ","10","999","0","1","1","1","G","G","906","1J73510001","V2607-CR-E4-BH2-BB  ","050","062","002","082","100000","510"," ","3","1"," "," ",0,0," ","B","1",0,417600,2013/07/12 0:00:00,"      ","      ","k208075","1","20130114","        ",2013/01/11 0:58:18,2013/01/15 14:41:12,2013/01/11 0:58:18,"INIT"
"28","1J73511000","V2607-CR-E4-BH3     ",0,0,"10","18"," ",,,,,"E226100028","V2607 CR(OEM)       ","10","999","0","1","1","1","G","G","906","1J73511000","V2607-CR-E4-BH3     ","190","196","682","194","100000","510"," ","2","1"," "," ",0,0," ","B","1",431400,431400,2014/10/24 0:00:00,"      ","      ","k208075","1","20140804","        ",2014/08/02 1:03:44,2014/08/07 11:39:45,2014/08/02 1:03:44,"INIT"
"28","1J73511001","V2607-CR-E4-BH3-BB  ",0,0,"10","18"," ",,,,,"E226100028","V2607 CR(OEM)       ","10","999","0","1","1","1","G","G","906","1J73511001","V2607-CR-E4-BH3-BB  ","050","062","002","082","100000","510"," ","3","1"," "," ",0,0," ","B","1",0,800000,2015/07/23 0:00:00,"      ","      ","k208075","1","20140806","        ",2014/08/02 1:03:44,2014/08/07 11:39:45,2014/08/02 1:03:44,"INIT"
"28","1J73512000","V2607-CR-E4-BH5     ",0,0,"10","18"," ",,,,,"E226100028","V2607 CR(OEM)       ","10","999","0","0","1","1","G","G","906","1J73512000","V2607-CR-E4-BH5     ","190","196","682","194","100000","807"," ","2"," "," "," ",0,0," ","B","1",411800,0,2015/09/21 0:00:00,"      ","      ","k208075","1","20150709","        ",2015/07/01 1:22:05,2015/07/10 22:35:35,2015/07/01 1:22:05,"INIT"
"28","1J73512001","V2607-CR-E4-BH5-BB  ",0,0,"10","18"," ",,,,,"E226100028","V2607 CR(OEM)       ","10","999","0","0","1","1","G","G","906","1J73512001","V2607-CR-E4-BH5-BB  ","   ","   ","   ","   ","100000","807"," ","3"," "," "," ",0,0," ","B","1",0,0,,"      ","      ","k208075","1","20150709","        ",2015/07/01 1:22:05,2015/07/10 22:35:35,2015/07/01 1:22:05,"INIT"
"28","1J81052001","V2403-CR-E4-SL13-BB ",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","0","1","1","6","6","906","1J81052001","V2403-CR-E4-SL13-BB ","   ","   ","   ","   ","100000","807"," ","3"," "," "," ",0,0," ","B","1",0,0,,"      ","      ","k090053","1","20190802","        ",2019/07/25 0:52:15,2019/08/06 17:10:42,2019/08/06 16:54:54,
"28","1J81053000","V2403-CR-E4-SL14    ",0,0,"10","15"," ",,,,,"E024100028","V2403 CR(Ä³»²)      ","10","999","0","0","1","1","5","5","906","1J81053000","V2403-CR-E4-SL14    ","050","051","312","073","100000","100"," ","1"," "," "," ",0,0," ","B","1",433400,0,2019/09/13 9:40:23,"      ","      ","k090053","1","20190725","        ",2019/07/25 0:52:15,2019/08/06 17:10:50,2019/09/13 11:29:31,
"28","1J81053001","V2403-CR-E4-SL14-BB ",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","0","1","1","6","6","906","1J81053001","V2403-CR-E4-SL14-BB ","   ","   ","   ","   ","100000","807"," ","3"," "," "," ",0,0," ","B","1",0,0,,"      ","      ","k090053","1","20190802","        ",2019/07/25 0:52:15,2019/08/06 17:10:57,2019/08/06 16:54:54,
"28","1J81054000","V2403-CR-E4-SL15    ",0,0,"10","15"," ",,,,,"E024100028","V2403 CR(Ä³»²)      ","10","999","0","0","1","1","5","5","906","1J81054000","V2403-CR-E4-SL15    ","050","051","312","073","100000","100"," ","1"," "," "," ",0,0," ","B","1",443600,0,2019/11/01 16:01:03,"      ","      ","k090053","1","20190725","        ",2019/07/25 0:52:15,2019/08/06 17:11:07,2019/11/02 4:31:22,
"28","1J81054001","V2403-CR-E4-SL15-BB ",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","0","1","1","6","6","906","1J81054001","V2403-CR-E4-SL15-BB ","   ","   ","   ","   ","100000","807"," ","3"," "," "," ",0,0," ","B","1",0,0,,"      ","      ","k090053","1","20190802","        ",2019/07/25 0:52:15,2019/08/06 17:11:14,2019/08/06 16:54:54,
"28","1J81055000","V2403-CR-E4-SL16    ",0,0,"10","15"," ",,,,,"E024100028","V2403 CR(Ä³»²)      ","10","999","0","0","1","1","5","5","906","1J81055000","V2403-CR-E4-SL16    ","050","051","312","073","100000","100"," ","1"," "," "," ",0,0," ","B","1",448100,0,2019/09/17 11:50:49,"      ","      ","k090053","1","20190725","        ",2019/07/25 0:52:15,2019/08/06 17:11:24,2019/09/18 4:31:24,
"28","1J81055001","V2403-CR-E4-SL16-BB ",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","0","1","1","6","6","906","1J81055001","V2403-CR-E4-SL16-BB ","   ","   ","   ","   ","100000","807"," ","3"," "," "," ",0,0," ","B","1",0,0,,"      ","      ","k090053","1","20190802","        ",2019/07/25 0:52:15,2019/08/06 17:11:29,2019/08/06 16:54:54,
"28","1J81100000","V2403-CR-TE4-GL1    ",0,0,"10","15"," ",,,,,"E024100028","V2403 CR(Ä³»²)      ","10","999","0","1","1","1","5","5","906","1J81100000","V2403-CR-TE4-GL1    ","050","051","312","073","100000","   "," ","1","1"," "," ",0,0," ","B","1",0,457800,2012/10/05 0:00:00,"      ","      ","k090053","1","20120423","        ",2012/04/21 0:46:42,2012/10/26 1:44:18,2012/04/21 0:46:42,"INIT"
"28","1J33413001","V2403-CR-TE4B-AFHN1R",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","0","1","1","6","6","906","1J33413001","V2403-CR-TE4B-AFHN1R","   ","   ","   ","   ","100000","807"," ","3"," "," "," ",0,0," ","B","1",0,0,,"      ","      ","k090053","1","20220111","        ",2021/12/22 0:44:35,2022/01/11 14:30:34,2022/01/12 4:30:45,
"28","1J33414000","V2403-CR-TE4B-BHCJ-1",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","1","1","1","6","6","906","1J33414000","V2403-CR-TE4B-BHCJ-1","050","052","002","074","100000","510"," ","3","1"," "," ",0,0," ","B"," ",0,433100,2015/07/28 0:00:00,"      ","      ","k090053","1","20150610","        ",2015/05/29 0:57:13,2015/06/10 18:29:24,2015/05/29 0:57:13,"INIT"
"28","1J33415000","V2403-CR-TE4B-BHCJ-2",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","1","1","1","6","6","906","1J33415000","V2403-CR-TE4B-BHCJ-2","050","052","002","074","100000","510"," ","3"," "," "," ",0,0," ","B","1",0,432900,2017/02/21 12:56:48,"      ","      ","k090053","1","20161208","        ",2016/11/30 0:51:54,2016/12/12 17:54:34,2017/02/22 4:30:59,
"28","1J33419000","V2403-CR-TE4B-TLTU-1",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","0","1","1","6","6","906","1J33419000","V2403-CR-TE4B-TLTU-1","050","052","002","074","100000","807"," ","3"," "," "," ",0,0," ","B","1",482000,0,2017/09/15 15:43:06,"      ","      ","k090053","1","20170710","        ",2017/07/01 0:45:40,2017/07/11 16:42:32,2017/09/16 4:31:16,
"28","1J33419001","V2403-CR-TE4B-TLTU1R",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","0","1","1","6","6","906","1J33419001","V2403-CR-TE4B-TLTU1R","050","052","002","074","100000","807"," ","3"," "," "," ",0,0," ","B","1",470200,0,2020/01/31 12:24:24,"      ","      ","k090053","1","20191010","        ",2019/09/25 0:46:16,2019/10/10 12:51:27,2020/02/01 4:30:55,
"28","1J33421000","V2403-CR-TE4B-CRIH-1",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","0","1","1","6","6","906","1J33421000","V2403-CR-TE4B-CRIH-1","050","052","002","074","100000","807"," ","3"," "," "," ",0,0," ","B","1",464500,0,2018/05/30 16:46:03,"      ","      ","k090053","1","20180308","        ",2018/03/02 0:42:16,2018/03/08 20:13:02,2018/05/31 4:31:13,
"28","1J33422000","V2403-CR-TE4B-SSSU-2",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","0","1","1","6","6","906","1J33422000","V2403-CR-TE4B-SSSU-2","050","052","002","074","100000","807"," ","3"," "," "," ",0,0," ","B","1",581000,0,2019/05/17 10:44:40,"      ","      ","k090053","1","20190212","        ",2019/01/26 0:50:04,2019/02/12 14:45:29,2019/05/17 11:41:22,
"28","1J33423000","V2403-CR-TE4B-TLKW-1",0,0,"10","19"," ",,,,,"E124100028","V2403 CR(OEM)       ","10","999","0","0","1","1","6","6","906","1J33423000","V2403-CR-TE4B-TLKW-1","050","052","002","074","100000","807"," ","3"," "," "," ",0,0," ","B","1",487100,0,2020/03/02 13:04:41,"      ","      ","k090053","1","20191210","        ",2019/11/27 0:56:16,2019/12/10 19:56:15,2020/03/03 4:30:49,
